character1,character2,count
a,i,463
Mr. Paul,a,163
don,i,162
Miss Sylvia,a,136
Mr. Paul,i,119
Deborah,a,106
Miss Sylvia Krill,a,98
Mr. Billy Hurd,a,93
Miss Sylvia,Mr. Paul,92
Miss Sylvia Krill,i,92
Miss Sylvia,i,90
Mr. Grexon Hay,a,85
Mr. Paul Beecot,a,81
Mr. Paul Beecot,i,78
Mr. Grexon Hay,i,74
Mr. Billy Hurd,i,70
Sylvia Norman,i,66
a,woman,65
Aaron,Sylvia Norman,64
Sylvia Norman,a,60
Aaron,Aaron Norman,59
Aaron Norman,Sylvia Norman,59
a,don,59
Deborah,Miss Sylvia,58
Deborah,i,56
Miss Norman,Sylvia Norman,54
Mr. Jabez Pash,i,52
a,old,49
Lemuel,Miss Sylvia Krill,44
Lemuel,Mr. Lemuel Krill,43
Miss Sylvia Krill,Mr. Lemuel Krill,43
Tray,i,40
i,old,40
Mr. Jabez Pash,a,36
i,woman,35
Aaron,a,34
Bart,Deborah,34
Miss Sylvia Krill,Sylvia Norman,34
Miss Maud,a,33
Bart,i,32
Tray,a,32
Miss Aurora Qian,a,30
Mr. Paul,Mr. Paul Beecot,29
Mrs. Krill/Jessop,i,29
Bart,a,28
Miss Maud,Miss Sylvia Krill,28
Deborah,Mr. Paul,27
Grexon,Mr. Grexon Hay,27
Aaron,i,26
Debby,a,26
Mrs. Krill/Jessop,a,26
Miss Norman,i,25
Miss Maud,i,24
Miss Sylvia,Sylvia Norman,24
Miss Sylvia,Mr. Paul Beecot,23
Mr. Grexon Hay,Mr. Paul,23
Mr. Paul,don,23
Debby,Miss Sylvia,22
Debby,i,21
Miss Sylvia Krill,Mr. Billy Hurd,21
Mr. Billy Hurd,Mr. Paul,20
Miss Sylvia,Miss Sylvia Krill,19
Miss Sylvia Krill,Mrs. Krill/Jessop,19
Mr. Paul,old,19
Bart,Miss Sylvia,18
Matilda,a,18
Mr. Billy Hurd,Mrs. Krill/Jessop,18
Aaron Norman,i,17
Matilda Junk,a,17
Aurora,a,16
Lady Rachel Sandal,i,16
Miss Sylvia Krill,woman,16
Aaron,Miss Sylvia Krill,15
Aaron Norman,Miss Sylvia Krill,15
George,i,15
Lady Rachel,Lady Rachel Sandal,15
Lady Rachel Sandal,a,15
Mr. Grexon Hay,Mr. Paul Beecot,15
Mr. Hokar,a,15
Aurora,i,14
Bart,Mr. Bartholemew Tawsey,14
Grexon,a,14
Lady Rachel,i,14
Lemuel,a,14
Lemuel,i,14
Miss Norman,a,14
Miss Sylvia,don,14
Miss Sylvia Krill,Mr. Jabez Pash,14
Mr. Billy Hurd,Tray,14
a,policeman,14
Aaron Norman,a,13
Deborah,Miss Maud,13
Deborah,Sylvia Norman,13
Deborah,old,13
Matilda,Matilda Junk,13
Mr. Billy Hurd,Sylvia Norman,13
Mr. Lemuel Krill,a,13
Mr. Paul,woman,13
Mr. Paul Beecot,Sylvia Norman,13
Mr. Paul Beecot,don,13
