canonical_name,alias_name
Lady Beatrice Falder,
Sir Robert Norberton,
Sir Robert Norberton,Robert Norberton
Mrs. Norlett (Evans),
Shoscombe Prince,
Sherlock Holmes,
Sherlock Holmes,Holmes
Sherlock Holmes,Mr. Holmes
Mr. John Mason,
Mr. John Mason,Mason
Mr. John Mason,Mr. Mason
Mr. John Mason,John Mason
Josiah Barnes,
Carrie Evans,
Sam Brewer,
Lady Beatrice,
Mr. Norlett,
Mr. Norlett,Norlett
Sir Robert,
Dr. Watson,
Dr. Watson,Watson
Stephens,
Merivale,
Harvey,
james,
sandy,
bain,
norman,
hugos,
odos,
william,
denis,
