character1,character2,count
Ollivander,Ollivander Chaser,227
Horace Weasley Umbridge,that,138
Horace,Horace Weasley,122
Lestrange,that,100
George Arthur Binns,Remus,89
George Arthur Binns,Remus Binns,89
Remus,Remus Binns,89
School,that,81
Ollivander,that,76
Ollivander Chaser,that,76
Horklump,Horklump Invisibility,73
George Arthur Binns,that,71
Mr. Pettigrew,that,64
Remus,that,44
Horace Weasley Umbridge,Mr. Pettigrew,39
Horace Weasley Umbridge,Remus,37
Mr. Order,that,36
George Arthur Binns,Ilya Binns,35
Horace,that,34
Horace Weasley,that,34
Lethifold Parvati Svidrigaïlov,that,32
Acromantula,Acromantula Quaffle,31
George Arthur Binns,Horace Weasley Umbridge,31
George,that,30
Ollivander,School,30
Ollivander Chaser,School,30
Diagon,that,29
Horklump,that,29
Dursley,Dursley Wands,26
Horace Weasley Umbridge,School,26
Horklump Invisibility,that,26
Severus Chaser,that,25
Sorting Minerva,that,24
Arthur Binns Dungbomb,that,23
Hippogriff,that,21
Ollivander,Severus Chaser,21
Ollivander Chaser,Severus Chaser,21
Rubeus Gilderoy,that,20
Them Marauder,that,20
Bludger,that,18
Good Credence,that,18
Hippogriff,Mr. Pettigrew,18
George Arthur Binns,Lestrange,17
Horace Weasley Umbridge,Remus Binns,16
fancy,that,15
Horace Weasley Umbridge,Mr. Order,14
Lestrange,Rubeus Gilderoy,14
Flitwick,Triwizard,13
Horace Weasley Umbridge,Lethifold Parvati Svidrigaïlov,13
Lestrange,Sorting Minerva,13
Mr. Scorpius,that,13
Remus Binns,that,13
Cattermole,that,12
George,Lestrange,12
Horace Weasley Umbridge,Horklump Invisibility Fluffy,12
Arthur Binns Dungbomb,Horace Weasley Umbridge,11
Bathilda,Leta,11
George Arthur Binns,School,11
Hippogriff,Horace Weasley Umbridge,11
Lestrange,Lethifold Parvati Svidrigaïlov,11
Mr. Pettigrew,Remus,11
Acromantula,Diagon,10
Arthur Binns Dungbomb,School,10
George,Sorting Minerva,10
Horace Weasley Umbridge,Ollivander,10
Horace Weasley Umbridge,Ollivander Chaser,10
Phoenix,that,10
Ravenclaw,that,10
linen,that,10
George Arthur Binns,Mr. Scorpius,9
Hermione,Hermione Rose,9
George Arthur Binns,Mr. Pettigrew,8
Horace Weasley Umbridge,Mr. Scorpius,8
Horklump Invisibility Fluffy,Ollivander,8
Horklump Invisibility Fluffy,Ollivander Chaser,8
Horklump Invisibility Fluffy,that,8
Lestrange,Mr. Pettigrew,8
Lethifold Parvati Svidrigaïlov,School,8
Mr. Pettigrew,Sorting Minerva,8
Mr. Scorpius,School,8
Acromantula,that,7
Arthur Binns Dungbomb,Mr. Pettigrew,7
Cattermole,Horace Weasley Umbridge,7
Chamber,Chamber Parvati,7
Dursley,George Arthur Binns,7
Dursley Wands,George Arthur Binns,7
George Arthur Binns,Ginny Weasley,7
George Arthur Binns,Sorting Minerva,7
Ginny Weasley,that,7
Horace Weasley Umbridge,Lestrange,7
Horace Weasley Umbridge,Phoenix,7
Mamma,that,7
Ravenclaw,Triwizard,7
Arthur Binns Dungbomb,George Arthur Binns,6
Arthur Binns Dungbomb,Lestrange,6
Bathilda,that,6
Cattermole,Cattermole Chaser,6
Dursley,Ilya Binns,6
Dursley Wands,Ilya Binns,6
Good Credence,Sorting Minerva,6
Horace,Mr. Pettigrew,6
Horace Weasley,Mr. Pettigrew,6
Horace Weasley Umbridge,Sorting Minerva,6
Lestrange,School,6
Padfoot,that,6
Ravenclaw,School,6
Severus Malfoy,that,6
Tom,that,6
Ach,that,5
Arthur Binns Dungbomb,Ollivander,5
Arthur Binns Dungbomb,Ollivander Chaser,5
Arthur Binns Dungbomb,Sorting Minerva,5
Bathilda,Diagon,5
Bludger,George Arthur Binns,5
Diagon,Remus,5
Express,that,5
Fire,that,5
George,George Arthur Binns,5
George Arthur Binns,Hippogriff,5
George Arthur Binns,Ollivander,5
George Arthur Binns,Ollivander Chaser,5
Ginny Weasley,Mr. Scorpius,5
Horace,Rubeus Gilderoy,5
Horace Weasley,Rubeus Gilderoy,5
Horace Weasley Umbridge,Ilya Binns,5
Horace Weasley Umbridge,Them Marauder,5
Horace Weasley Umbridge,Them Marauder Umbridge,5
Horklump,Ollivander,5
Horklump,Ollivander Chaser,5
Horklump Invisibility,Ollivander,5
Horklump Invisibility,Ollivander Chaser,5
My word,that,5
Ollivander,Ravenclaw,5
Ollivander Chaser,Ravenclaw,5
Padfoot,Padfoot woman,5
School,Severus Chaser,5
Severus Chaser,Severus Malfoy,5
Acromantula,Bathilda,4
Bludger,Lethifold Parvati Svidrigaïlov,4
Diagon,Leta,4
Diagon,Mr. Pettigrew,4
Dumbledore,School,4
Dursley,Horace Weasley Umbridge,4
Dursley Wands,Horace Weasley Umbridge,4
Flitwick,Ravenclaw,4
Good Credence,Horace Weasley Umbridge,4
Hat,Horace Weasley Umbridge,4
Lethifold Parvati,Lethifold Parvati Svidrigaïlov,4
Lethifold Parvati,that,4
Lethifold Parvati Svidrigaïlov,Ollivander,4
Lethifold Parvati Svidrigaïlov,Ollivander Chaser,4
Lethifold Parvati Svidrigaïlov,Remus,4
Mr. Pettigrew,School,4
Mr. Scorpius,Ollivander,4
Mr. Scorpius,Ollivander Chaser,4
Ollivander,Padfoot,4
Ollivander,Severus Malfoy,4
Ollivander Chaser,Padfoot,4
Ollivander Chaser,Severus Malfoy,4
Prisoner,that,4
Puffskein,that,4
Quibbler,that,4
Remus,Them Marauder,4
Seeker,that,4
Teddy,that,4
Them Marauder,Them Marauder Umbridge,4
Ach,George,3
Acromantula,George Arthur Binns,3
Acromantula,Leta,3
Acromantula,Mr. Pettigrew,3
Acromantula Quaffle,George Arthur Binns,3
Acromantula Quaffle,Mr. Pettigrew,3
Acromantula Quaffle,that,3
Andromeda,that,3
Arthur Binns Dungbomb,Horace,3
Arthur Binns Dungbomb,Horace Weasley,3
Arthur Binns Dungbomb,Mr. Scorpius,3
Arthur Binns Dungbomb,Rubeus Gilderoy,3
Bludger,Fire,3
Bludger,Them Marauder,3
Bowtruckle,Quibbler,3
Chamber,Chamber Parvati Kreacher,3
Chamber,that,3
Chamber Parvati,Chamber Parvati Kreacher,3
Chamber Parvati,that,3
Cissa,that,3
Deathly,that,3
Diagon,Horace Weasley Umbridge,3
Fire,Horace Weasley Umbridge,3
George Arthur Binns,Good Credence,3
George Arthur Binns,Severus Chaser,3
Gryffindor,that,3
Hat,that,3
Hermione,that,3
Hermione Rose,that,3
Hippogriff,Mr. Order,3
Hippogriff,Remus,3
Hippogriff,Sorting Minerva,3
Horace,Horace Weasley Umbridge,3
Horace Weasley,Horace Weasley Umbridge,3
Horace Weasley Umbridge,Padfoot,3
Horklump,Horklump Chaser,3
Ilya Binns,that,3
Jacob Weasley,Mamma,3
Leta,that,3
Lethifold Parvati Svidrigaïlov,Prisoner,3
Lethifold Parvati Svidrigaïlov,Rubeus Gilderoy,3
Lethifold Parvati Svidrigaïlov,Them Marauder,3
Lord,that,3
Madame Slytherin,Ollivander,3
Madame Slytherin,Ollivander Chaser,3
Madame Yaxley,that,3
Mr. Order,Ollivander,3
Mr. Order,Ollivander Chaser,3
Mr. Order,Remus,3
Ollivander,Triwizard,3
Ollivander Chaser,Triwizard,3
Peeves,that,3
School,Sorting Minerva,3
Triwizard,that,3
Yusupov,Yusupov garden,3
papa,that,3
Acromantula,Arthur Binns Dungbomb,2
Acromantula,Good Credence,2
Acromantula,Oliver,2
Acromantula,Sorting Minerva,2
Acromantula Quaffle,Arthur Binns Dungbomb,2
Acromantula Quaffle,Good Credence,2
Acromantula Quaffle,Sorting Minerva,2
Alyona Chaser,Cattermole,2
Alyona Chaser,Cattermole Chaser,2
Alyona Chaser,Horace Weasley Umbridge,2
Andromeda,Bowtruckle,2
Andromeda,Lord,2
Andromeda,Quibbler,2
Arthur Binns Dungbomb,Mr. Order,2
Arthur Binns Dungbomb,Severus Chaser,2
Arthur Binns Dungbomb,Teddy,2
Astoria,that,2
Bludger,Lestrange,2
Bludger,Mr. Pettigrew,2
Bludger,Prince Alley,2
Bludger,Rubeus Gilderoy,2
Bones,Mr. Pettigrew,2
Cattermole,Snape Chaser,2
Cattermole Chaser,Horace Weasley Umbridge,2
Cattermole Chaser,Snape Chaser,2
Cedric,Gryffindor,2
Chamber,Mamma,2
Chamber,Svidrigaïlovs,2
Chamber Parvati,Mamma,2
Chamber Parvati,Svidrigaïlovs,2
Chamber Parvati Kreacher,Svidrigaïlovs,2
Deathly,Lethifold Parvati Svidrigaïlov,2
Deathly,Vassilyevsky Ostrov,2
Diagon,Oliver,2
Diagon,Them Marauder,2
Dumbledore,Horace Weasley Umbridge,2
Dumbledore,Lethifold Parvati Svidrigaïlov,2
Dursley,that,2
Dursley Wands,that,2
Erumpent,that,2
Express,George Arthur Binns,2
George,Horace Weasley Umbridge,2
George,Mr. Pettigrew,2
George,Phoenix,2
George,fancy,2
George Arthur Binns,Horace,2
George Arthur Binns,Horace Weasley,2
George Arthur Binns,Horklump,2
George Arthur Binns,Horklump Invisibility,2
George Arthur Binns,Them Marauder,2
George Arthur Binns,linen,2
Ginny Weasley,Lestrange,2
Ginny Weasley,Madame Slytherin,2
Good Credence,Lestrange,2
Good Credence,School,2
Good Credence,Them Marauder,2
Halfblood,papa,2
Halfblood,that,2
Hat,Lestrange,2
Hat,Mr. Scorpius,2
Hat,Padfoot,2
Hat,Padfoot Hatter,2
Hat,School,2
Hippogriff,Horace,2
Hippogriff,Horace Weasley,2
Hippogriff,Remus Binns,2
Horace,Seeker,2
Horace,Sorting Minerva,2
Horace Weasley,Seeker,2
Horace Weasley,Sorting Minerva,2
Horace Weasley Umbridge,fancy,2
Horklump,Horklump Invisibility Fluffy,2
Horklump,Lestrange,2
Horklump Invisibility,Horklump Invisibility Fluffy,2
Horklump Invisibility,Lestrange,2
Horklump Invisibility Fluffy,School,2
Jacob And,that,2
Lestrange,Mamma,2
Lethifold Parvati Svidrigaïlov,Seeker,2
Lord,Quibbler,2
Madame Slytherin,Mr. Scorpius,2
Moony,that,2
Mr. Order,Nimbus Chaser,2
Mr. Pettigrew,Remus Binns,2
Nimbus Chaser,that,2
Oliver,that,2
Ollivander,Padfoot woman,2
Ollivander,linen,2
Ollivander Chaser,Padfoot woman,2
Ollivander Chaser,linen,2
Padfoot,Padfoot Hatter,2
Padma,that,2
Peeves,Phoenix,2
Philosopher,that,2
Phoenix,linen,2
Remus,Sorting Minerva,2
Remus Binns,Them Marauder,2
Rubeus Gilderoy,Sorting Minerva,2
Snape Chaser,that,2
Them Marauder Umbridge,that,2
Tonks,that,2
Voldemort,that,2
providence,that,2
Aberforth,that,1
Ach,Bludger,1
Ach,Horace,1
Ach,Horace Weasley,1
