canonical_name,alias_name
Bar Robey Briggs,
Bar Robey Briggs,Briggs
Bar Robey Briggs,Bar Briggs
Bar Robey Briggs,Robey Briggs
J. D. Beresford,
Miss Austin Frobisher,
Miss Austin Frobisher,Frobisher
Miss Austin Frobisher,Miss Frobisher
Miss Austin Frobisher,Austin Frobisher
Mackenzie Pritchard,
Postlethwaite Gatti,
Dorothy Richardson,
Dorothy Richardson,Richardson
Sir Fentimans God,
Whatsisname Means,
Napoleon somebody,
Henry Williamson,
Henry Williamson,Williamson
Henry Williamson,Lady Williamson
Marchbanks Billy,
Marchbanks Billy,Billy
Ethel Richardson,
Tin-Tummy Barton,
Rushworth Culyer,
Aristotle Barton,
Richardson Rigor,
Richardson Rigor,Rigor
Richardson Rigor,Mrs. Rigor
Judit Penberthy,
Ostrander Woolf,
Oliver Woodward,
Compton Fleming,
William Street,
William Street,Mrs. Street
Fiennes Motive,
Primrose Doyle,
Naomi Felicity,
Conan Macaulay,
Harley Cabman',
Harley Cabman',Cabman
Harley Cabman',Miss Cabman
Harley Cabman',Harley Cabman
Bunter Murbles,
Hinkins Clever,
Marjorie Parry,
Mr J Barnwell,
Mr J Barnwell,Barnwell
Mr J Barnwell,Mr. Barnwell
Nurse Ambrose,
Saunders Rose,
Saunders Rose,Rose
Wallace Queux,
Charles Edgar,
Henry Street,
Babcock Rose,
Daddy Holmes,
True Robert,
Ulric Rigor,
Peter Jones,
Jove Twist,
Bar Robey,
Bar Robey,Robey
Bar Rigor,
Bar Dick,
Bar Dick,Dick
Bar Dick,Dick'
Ma Rigor,
Austin W,
Olga W,
Bar Ma,
Bar Ma,Ma
Professor Lawrence,
Mrs. Anstruther,
Mrs. Anstruther,Anstruther
Mrs. Anstruther,Mrs Anstruther
Mr. Whittington,
Mr. Whittington,Whittington
Inspector Piper,
Inspector Piper,Piper
Father Dormer,
Sir Fentimans,
Dr. Mansfield,
Father Dixon,
Father Dixon,Dixon
Mr. Salcombe,
Mr. Salcombe,Salcombe
Mrs. Mitcham,
Mrs. George,
Mrs. George,George
Mrs. Taylor,
Mrs. Taylor,Taylor
Mr. Lubbock,
Mr. Lubbock,Lubbock
Mr. George,
Wetheridge,
Mrs. Dante,
Mr. Piper,
Katherine,
Dr. Henry,
Dr. Henry,Henry
Challoner,
Dr. Jerry,
Dr. Jerry,Jerry
Morpheus,
Saunders,
Sauterne,
Crickett,
Sherlock,
Virginia,
Lady God,
Glaister,
Oddenino,
Waffles,
Babcock,
Fiennes,
Collins,
Macbeth,
Crippen,
William,
Dorothy,
Pontius,
Oliver,
Parker,
Isabel,
Huxley,
Palmer,
Julian,
Cocker,
Hobart,
Harley,
Weston,
Austin,
Pilate,
Phelps,
Rogers,
Sheila,
Harris,
Nellie,
Locke,
Ulric,
Steve,
Hardy,
Mossy,
Hullo,
Swain,
Dykes,
Naomi,
Sally,
Storm,
Louis,
Ethel,
Quain,
Mann,
Neve,
Fred,
Rowe,
Dell,
Bach,
Bar,
Ann,
Joe,
sayers,
wimsey,
fentiman,
ormsby,
james,
arthur,
bart,
dorland,
matthews,
dougal,
munns,
fenton,
fennimore,
margaux,
bobby,
schlitzers,
trumps,
dickens,
quarry,
horner,
cook,
ghoul,
voronoff,
sligo,
yell,
newton,
ledbury,
komski,
natasha,
walter,
armstrong,
mortis,
fire,
jimmy,
ronnie,
maddison,
le,
e,
may,
sinclair,
jameson,
berman,
freeman,
wallaces,
milo,
clerkenwell,
christmas,
