canonical_name,alias_name
Enoch J. Drebber,
Enoch J. Drebber,Drebber
Enoch J. Drebber,Enoch Drebber
Mr. Enoch Drebber,
Mr. Enoch Drebber,Mr. Drebber
Brother Drebber,
Mr. Joseph Stangerson,
Mr. Joseph Stangerson,Stangerson
Mr. Joseph Stangerson,Joseph Stangerson
Mr. Sherlock Holmes,
Mr. Sherlock Holmes,Holmes
Mr. Sherlock Holmes,SHERLOCK HOLMES
Mr. Sherlock Holmes,Sherlock Holmes
Tobias Gregson,
Tobias Gregson,Gregson
Tobias Gregson,Mr. Gregson
Tobias Gregson,TOBIAS GREGSON
John Underwood,
Thomas Carlyle,
Jefferson Hope,
Jefferson Hope,Hope
Harry Murcher,
Harry Murcher,Murcher
Norman Neruda,
Norman Neruda,Neruda
Brigham Young,
Brigham Young,Young
Joseph Smith,
Von Bischoff,
Lucy Ferrier,
Lucy Ferrier,Ferrier
Lucy Ferrier,LUCY FERRIER
John Ferrier,
John Rance,
John Rance,Rance
Van Jansen,
Tom Dennis,
Tom Dennis,Dennis
Brother Stangerson,
Mrs. Charpentier,
Mrs. Charpentier,Charpentier
Mr. Lestrade,
Mr. Lestrade,Lestrade
Mendelssohn,
Dr. Watson,
Dr. Watson,Watson
Jefferson,
Stamford,
Gaboriau,
Johnston,
Leturier,
Lefevre,
Wiggins,
Keswick,
Kemball,
Charles,
Sawyer,
Bender,
Samson,
Rachel,
Dolsky,
Arthur,
Cowper,
Murray,
Poncho,
Darwin,
Alice,
Mason,
Sally,
Dupin,
Rache,
Hones,
Lecoq,
Lucy,
Lucy,LUCY
Poe,
Bob,
a,
doyle,
jove,
euclid,
co,
barraud,
boccaccio,
e,
square,
halle,
chopin,
whyte,
william,
vehmgericht,
carbonari,
malthus,
h,
indian,
pete,
johnny,
heber,
