node,is_victim,pagerank,victim_connection_weight,degree,strength
Godfrey Milner,0,0.047619047619047616,0,1,2.0
Hilda,0,0.03668187434329604,1,1,1.0
Lestrade,0,0.026934951559865264,0,1,1.0
Mathews,0,0.04964938322157955,0,3,6.0
Merridew,0,0.04964938322157955,0,3,6.0
Morgan,0,0.04964938322157955,0,3,6.0
Mycroft,0,0.0468433940169356,0,2,2.0
Mycroft Holmes,0,0.0468433940169356,0,2,2.0
Professor James Moriarty,0,0.06763235570114817,0,4,8.0
Ronald Adair,1,0.06949339417055075,0,2,2.0
Sebastian Moran,0,0.03668187434329604,1,1,1.0
Sherlock Holmes,0,0.06985445088245401,0,3,3.0
Sir John Hardy,0,0.047619047619047616,0,1,1.0
Von Herder,0,0.021514732729351154,0,1,2.0
balmoral,0,0.047619047619047616,0,1,2.0
cabul,0,0.047619047619047616,0,2,2.0
charasiab,0,0.047619047619047616,0,2,2.0
meunier,0,0.047619047619047616,0,1,1.0
murray,0,0.047619047619047616,0,1,1.0
oscar,0,0.047619047619047616,0,1,1.0
sherpur,0,0.047619047619047616,0,2,2.0
