character1,character2,count
Godfrey Milner,balmoral,2
Mathews,Merridew,2
Mathews,Morgan,2
Mathews,Professor James Moriarty,2
Merridew,Morgan,2
Merridew,Professor James Moriarty,2
Morgan,Professor James Moriarty,2
Professor James Moriarty,Von Herder,2
Hilda,Ronald Adair,1
Lestrade,Sherlock Holmes,1
Mycroft,Mycroft Holmes,1
Mycroft,Sherlock Holmes,1
Mycroft Holmes,Sherlock Holmes,1
Ronald Adair,Sebastian Moran,1
Sir John Hardy,murray,1
cabul,charasiab,1
cabul,sherpur,1
charasiab,sherpur,1
meunier,oscar,1
