canonical_name,alias_name
"Why didn't tha say so? Oh, him? Ay.",Ay?
Dowager Duchess of Niharika,Niharika
Pranav Ramya DUKE Prithvi,Prithvi
The Hon. Alok Reema,Reema
The Hon. Alok Reema,Mr. Reema
The Hon. Alok Reema,Alok Reema
The Hon. Alok Reema,Hon. Alok Reema
Mr. Cornelius van Humperdinck,Humperdinck
Yashwant Thomas Sanjeev,Sanjeev
Yashwant Thomas Sanjeev,Mr. Sanjeev
Urmila Christian Rahul,Rahul
Geo. Roshan - Bipasha,Bipasha
Geo. Roshan - Bipasha,Mrs. Bipasha
Captain Mohanlal Lara,Lara
Captain Mohanlal Lara,Miss Lara
Captain Mohanlal Lara,Captain Lara
Captain Mohanlal Lara,Mohanlal Lara
Viscount St. Ranveer,Ranveer
Pushkar Riya Harsh,Riya Harsh
Pushkar Riya Harsh,Pushkar Harsh
Lord Mithun Rahul,Mithun Rahul
Hon. Rekha Reema,Rekha Reema
Air Pilot Gaurav,Gaurav
Duke of Denver,Denver
The Hon. Rekha,Rekha
The Hon. Rekha,Hon. Rekha
Pushkar Adèle,Adèle
Detective Inspector Tarun,Tarun
Priyadarshan Sakshi,Sakshi
Priyadarshan Sakshi,Mr. Sakshi
Sir Monali Karisma,Monali Karisma
Lady Karan Rahul,Karan Rahul
Lady Karan Rahul,LADY KARAN RAHUL
Prithvi KAI-LUNG,KAI-LUNG
Sir Naman Pritam,Pritam
Dowager Duchess,Duchess
Mr. Kirti Tarun,Kirti Tarun
Woman Barrister,Barrister
Miss Lydia Lara,Lydia Lara
Ranveer Roshan,Roshan
Ranveer Roshan,Mr. Roshan
DENIS CATHCART,CATHCART
Farmer Muskaan,Muskaan
Sherlock Saira,Saira
Leena Prateek,Prateek
Anaya Sohail,Sohail
Anaya Sohail,Mrs. Sohail
Into Anushka,Anushka
Colonel Asha,Asha
Colonel Asha,Mrs. Asha
Anaya Nitin,Nitin
James Medha,Medha
Lord Vinita,Vinita
Meher.Neetu,Neetu
Lord Mithun,Mithun
Lord Mahesh,Mahesh
Sanjay Juhi,Juhi
Aditi Virat,Virat
The Coroner,Coroner
Lord Rohit,Rohit
Lord Abhay,Abhay
Big Meena,Meena
The Duke,Duke
The Duke,THE DUKE
Mrs. Pettigrew-Shakuntala,Pettigrew-Shakuntala
Pettigrew-Robinson,PETTIGREW-ROBINSON
Inspector Shahid,Shahid
Miss Pramod,Pramod
Dr. Shalini,Shalini
Mr. Rajeev,Rajeev
Mr. Prerna,Prerna
Dr. Maanvi,Maanvi
Lady Karan,Karan
Mrs. Meher,Meher
Mr. Ishaan,Ishaan
LADY MARY,Mary
Sir Naman,Naman
Mr. Esha,Esha
Well?,"Well,"
Oh?,Oh!
