char_id,name,story_title,is_victim
1,Arquette Cooper,The Adventure of the Blue Carbuncle,1
2,Barrymore,The Adventure of the Blue Carbuncle,1
3,Beckinsale,The Adventure of the Blue Carbuncle,0
4,Blunt,The Adventure of the Blue Carbuncle,1
5,Blunt',The Adventure of the Blue Carbuncle,0
6,Bradbury,The Adventure of the Blue Carbuncle,0
7,Catherine Segel,The Adventure of the Blue Carbuncle,0
8,Collette,The Adventure of the Blue Carbuncle,1
9,Cooper,The Adventure of the Blue Carbuncle,0
10,Costner,The Adventure of the Blue Carbuncle,1
11,Countess of Bean,The Adventure of the Blue Carbuncle,1
12,D'arcy Blunt,The Adventure of the Blue Carbuncle,0
13,Doctor,The Adventure of the Blue Carbuncle,0
14,H. B.,The Adventure of the Blue Carbuncle,0
15,Heard,The Adventure of the Blue Carbuncle,0
16,I,The Adventure of the Blue Carbuncle,0
17,Inspector Lamarr,The Adventure of the Blue Carbuncle,0
18,Irene Adler,The Adventure of the Blue Carbuncle,0
19,Jagger,The Adventure of the Blue Carbuncle,0
20,Mckellen Pattinson,The Adventure of the Blue Carbuncle,0
21,Mckellen Winslet,The Adventure of the Blue Carbuncle,0
22,Mendes,The Adventure of the Blue Carbuncle,1
23,Mendes's,The Adventure of the Blue Carbuncle,0
24,Miss Davidson Astin,The Adventure of the Blue Carbuncle,0
25,Mr. Arquette Cooper,The Adventure of the Blue Carbuncle,0
26,Mr. Blunt,The Adventure of the Blue Carbuncle,0
27,Mr. Costner,The Adventure of the Blue Carbuncle,0
28,Mr. Lawrence,The Adventure of the Blue Carbuncle,0
29,Mrs. Arquette Cooper,The Adventure of the Blue Carbuncle,1
30,Mrs. Beckinsale,The Adventure of the Blue Carbuncle,1
31,O'hara,The Adventure of the Blue Carbuncle,0
32,Penn,The Adventure of the Blue Carbuncle,0
33,Ruffalo,The Adventure of the Blue Carbuncle,1
34,Saldana Barrymore,The Adventure of the Blue Carbuncle,1
35,Winslet,The Adventure of the Blue Carbuncle,1
36,Wright,The Adventure of the Blue Carbuncle,1
37,he,The Adventure of the Blue Carbuncle,0
38,mister,The Adventure of the Blue Carbuncle,0
39,the King of Proosia,The Adventure of the Blue Carbuncle,0
40,the landlord of the Alpha,The Adventure of the Blue Carbuncle,0
41,the man with the twisted lip,The Adventure of the Blue Carbuncle,1
42,the salesman,The Adventure of the Blue Carbuncle,1
