character1,character2,count
Mrs. Sabatini Curtis,Sabatini,92
Miss Roger John,Mrs. Diana John,51
Methuselah Roger,Mrs. Diana John,34
Grosset,Grosset Thripp,28
Methuselah Roger,Miss Roger John,24
Annie Evans Raglan,Evans,23
Davis,Davis Nancy,23
Mrs. Diana John,Paton Diana,23
Mrs. Diana John,this,18
Annie Evans Raglan,this,15
Methuselah Roger,Sabatini,15
Blackguard Melrose,Mr. Bourne Vane,13
Beast,Methuselah Greys,12
Mrs. Diana John,Sabatini,12
Grosset,Sabatini,11
Methuselah,Methuselah Roger,11
Methuselah Greys,Miss Black,11
Annie,this,10
Blackguard Melrose,Methuselah Roger,10
Annie Evans Raglan,Methuselah Roger,8
Mr. Bourne Vane,Mrs. Diana John,8
Mrs. Diana John,Mrs. Sabatini Curtis,8
Annie Evans Raglan,mademoiselle,7
Blackguard Melrose,Mrs. Diana John,7
John Gage,this,7
Methuselah Japp,this,7
Mrs. Sabatini Curtis,this,7
hallo,marsh,7
Annie Evans Raglan,Methuselah,6
Elsie,Elsie Kipling,6
Methuselah Greys,Sabatini,6
Methuselah Greys,this,6
Methuselah Roger,Mrs. Sabatini Curtis,6
Methuselah Roger,this,6
Sabatini,this,6
Annie Evans Raglan,Blackguard Melrose,5
Annie Evans Raglan,Methuselah Greys,5
Annie Evans Raglan,Sabatini,5
Dagger Uncle,Methuselah Greys,5
Dagger Uncle,Miss Black,5
Elizabeth Parker,Mrs. Diana John,5
Gold,Mrs. Diana John,5
Inspector Mah,this,5
John Gage,Methuselah Roger,5
John Gage,Mrs. Diana John,5
Methuselah Greys,Mrs. Sabatini Curtis,5
Miss Black,this,5
Annie,Mrs. Diana John,4
Annie Evans Raglan,Inspector Mah,4
Annie Evans Raglan,John Gage,4
Davis,this,4
Elizabeth Parker,Methuselah Greys,4
Grosset,Mrs. Sabatini Curtis,4
Helen,Miss Black,4
Methuselah,Mrs. Sabatini Curtis,4
Methuselah Greys,Mrs. Diana John,4
Methuselah Roger,Mr. Bourne Vane,4
Miss Black,merci,4
Mr. Bourne Vane,this,4
Mrs. Diana John,son,4
Annie,Methuselah Japp,3
Annie Evans Raglan,Davis,3
Annie Evans Raglan,Davis Nancy,3
Annie Evans Raglan,Mrs. Diana John,3
