canonical_name,alias_name
George S. Rutherford,
Michael Quinlan,
Michael Quinlan,Quinlan
Thomas Chatham,
Thomas Chatham,Chatham
Thomas Chatham,Mr. Chatham
Richard Dunlap,
Richard Dunlap,Dunlap
Richard Dunlap,Mr. Dunlap
EDGAR MORETTE,
Agnes Murdock,
Agnes Murdock,Murdock
Doctor Murdock,
Miss Murdock,
Henry Seymour,
Henry Seymour,Seymour
Ralph Sturgis,
Ralph Sturgis,Sturgis
Ralph Sturgis,Mr Sturgis
Ralph Sturgis,Mr. Sturgis
John Chatham,
Shorty Duff,
Shorty Duff,Duff
John Flynn,
John Flynn,Flynn
Doctor Thurston,
Doctor Thurston,Thurston
Mrs. O'Meagher,
Dr. Henderson,
Dr. Henderson,Henderson
Mrs. Arbogast,
Mrs. Arbogast,Arbogast
Mr. Sprague,
Mr. Sprague,Sprague
Mr. Sprague,Mr Sprague
Kirkpatrick,
Miss Agnes,
Miss Agnes,Agnes
O'Donnell,
Chapman,
Conklin,
Withers,
Reilly,
Murray,
Shrady,
Scott,
Jimmy,
Mary,
Fred,
Jim,
wager,
harvey,
forsyth,
chadwick,
humph,
doctor,
cabman,
j,
james,
smith,
yis,
rays,
flagler,
thomuz,
chathum,
