character1,character2,count
Miss Medha,Nushrat Medha,42
Miss Nushrat,Nushrat Medha,36
Sir Pushkar,Sir Pushkar Taapsee,32
Mr. Vinita Sidharth,Vinita,25
Akanksha,Akanksha Kiara,24
Akanksha Kiara,Sir Pushkar,12
Ashok,Miss Nushrat,8
Ashok,Sir Pushkar,8
Akanksha Kiara,Om,7
Ashok,Mrs. Sonakshi Prateek,7
Ashok,Navya,7
Miss Bandita,Rev. Anjali Abir,7
Sir Shalu,Sir Shalu Bhavesh,7
Miss Bandita,Sir Pushkar,6
Vinita,Vinita Aditya,6
Ronit Bhavesh,Sir Shalu Bhavesh,5
Akanksha Kiara,Ashok,4
Nushrat Medha,Rev. Anjali Abir,4
Ronit,Sir Shalu Bhavesh,4
Sir Shalu Bhavesh,Vinita Aditya,4
Akanksha,Sir Pushkar,3
Akanksha Kiara,Reema,3
Akanksha Kiara,Zara,3
Ashok,Vinita,3
Miss Nushrat,Navya,3
Mr. Kritika,Sonali,3
Mr. Vinita Sidharth,Sir Pushkar,3
Navya,Sir Pushkar,3
Ronit,Ronit Bhavesh,3
Sir Pushkar,Vinita,3
Akanksha Kiara,Genelia Swara,2
Akanksha Kiara,Miss Nushrat,2
Akanksha Kiara,Ramya,2
Amitabh,Ronit,2
Gully,Navya,2
Lady Taapsee,Sir Pushkar Taapsee,2
Miss Bandita,Mrs. Sonakshi Prateek,2
Miss Bandita,Neerja,2
Miss Nushrat,Mrs. Sonakshi Prateek,2
Miss Nushrat,Ronit Bhavesh,2
Miss Nushrat,Sir Pushkar,2
Miss Nushrat,Sir Shalu Bhavesh,2
Mr. Kritika,Ramya,2
Mrs. Lakshya,Sonali,2
Mrs. Siddharth,Pallavi,2
Mrs. Sonakshi Prateek,Navya,2
Mrs. Sonakshi Prateek,Navya Prateek,2
Mrs. Sonakshi Prateek,Sir Pushkar,2
Mrs. Sonakshi Prateek,Sonakshi,2
Navya,Navya Prateek,2
Navya,Ramya,2
Navya,Reema,2
Nushrat Medha,Professor Medha,2
Nushrat Medha,Ronit Bhavesh,2
Nushrat Medha,Sir Shalu Bhavesh,2
Pavan,Vinita,2
Rev. Anjali Abir,Sir Pushkar,2
Sonali,Sushmita,2
Sonali,Vinita Aditya,2
Akanksha,Kiran,1
Akanksha,Om,1
Akanksha,Ramya,1
Akanksha,Reema,1
Akanksha Kiara,Miss Bandita,1
Akanksha Kiara,Mrs. Sonakshi Prateek,1
Akanksha Kiara,Navya,1
Akanksha Kiara,Nushrat Medha,1
Akanksha Kiara,Rev. Anjali Abir,1
Akanksha Kiara,Ronit,1
Akanksha Kiara,Sushmita,1
Anirudh,Vinita,1
Anushka,Pallavi,1
Arjun,Ashok,1
Arjun,Miss Nushrat,1
Ashok,Gully,1
Ashok,Kiran,1
Ashok,Miss Bandita,1
Ashok,Mr. Vinita Sidharth,1
Ashok,Nushrat Medha,1
Ashok,Ramya,1
Ashok,Rev. Anjali Abir,1
Ashok,Sir Pushkar Taapsee,1
Ashok,Sir Shalu,1
Ashok,Sir Shalu Bhavesh,1
Darshan,Navya,1
Ekta,Miss Nushrat,1
Ekta,Mr. Vinita Sidharth,1
Ekta,Sonali,1
Ekta,Tanmay,1
Genelia Swara,Sir Pushkar,1
Janhvi,Ramya,1
Janhvi,Vinita,1
Juhi,Priyadarshan,1
Kiran,Sir Pushkar,1
Lavanya,Miss Nushrat,1
Maanvi,Ronit,1
Mayank,Sharman,1
Meena,Mrs. Deepika,1
Miss Medha,Rev. Anjali Abir,1
Miss Nushrat,Pavan,1
Miss Nushrat,Ramya,1
Miss Nushrat,Rev. Anjali Abir,1
Miss Nushrat,Vinita,1
Miss Nushrat,Vinita Aditya,1
Miss Nushrat,Zara,1
Mr. Kritika,Mr. Vinita Sidharth,1
Mr. Kritika,Sushmita,1
Mr. Vinita Sidharth,Neerja,1
Mr. Vinita Sidharth,Sonali,1
Mr. Vinita Sidharth,Vinita Aditya,1
Mrs. Deepika,Sir Pushkar,1
Mrs. Deepika,Sir Pushkar Taapsee,1
Mrs. Lakshya,Sir Pushkar,1
Navya,Sohail,1
Navya,Sonakshi,1
Navya,Sonali,1
Neerja,Rev. Anjali Abir,1
Om,Sir Pushkar,1
Om,Zara,1
Ramya,Sir Shalu Bhavesh,1
Ramya,Sonali,1
Ramya,Vinita,1
Ramya,Vinita Aditya,1
Reema,Sir Pushkar,1
Reema,Sonali,1
Reema,Sushmita,1
Ronit,Vinita Aditya,1
Ronit Bhavesh,Vinita Aditya,1
Sakshi,Udita,1
Sir Pushkar,Sonali,1
Sonakshi,Vinita,1
Sonali,Vinita,1
Vinita,Yash,1
