node,is_victim,pagerank,victim_connection_weight,degree,strength
David Roundhay,0,0.04352930308063752,0,3,3.0
Dr. Agar Owen,0,0.02584586478770196,0,1,1.0
Dr. Sherlock Arthur,0,0.02584586478770196,0,1,1.0
Miss Watson Holmes,1,0.20670551834841114,25,4,55.0
Moore,0,0.0556469081058606,0,3,4.0
Mr. George,0,0.02584586478770196,0,1,1.0
Mr. Satan Holmes,1,0.1896801100587812,25,4,52.0
Mr. Tredannick,0,0.06828823990992675,0,4,5.0
Satan,0,0.1896801100587812,50,4,52.0
Wartha Tregennis,0,0.10054880431827211,2,7,7.0
Watson,0,0.06838341175622374,5,6,9.0
