node,is_victim,pagerank,victim_connection_weight,degree,strength
Aishwarya,0,0.04947712941802149,0,2,2.0
Akshara Mohit,0,0.08333333333333333,0,1,1.0
Anaya,0,0.08521227243515246,0,4,5.0
Chaitanya,0,0.09074741354360844,0,2,6.0
Chaitanya Shakuntala,0,0.09074741354360844,0,2,6.0
Manisha,0,0.11257910551439558,0,6,6.0
Miss Anaya Shakuntala,0,0.18673262628582238,0,7,12.0
Mrs. Dharmendra,0,0.02572679530708616,0,1,1.0
Neeraj,0,0.04947712941802149,0,2,2.0
Neha Mohit,0,0.08333333333333333,0,1,1.0
Ronit,0,0.07131672393380842,0,4,4.0
Vinay,0,0.07131672393380842,0,4,4.0
