canonical_name,alias_name
Faithfully yours Philip Cleon,Cleon
Faithfully yours Philip Cleon,Mr Cleon
Faithfully yours Philip Cleon,Mr. Cleon
Faithfully yours Philip Cleon,Philip Cleon
Howard B. Masefield,Masefield
Mr. Mademoiselle Bentley,Bentley
Mr. Mademoiselle Bentley,Mademoiselle Bentley
Mrs. Inspector Bradshaw,Bradshaw
Mr. Calvin Montaigne,MONTAIGNE
Mr. Calvin Montaigne,Montaigne
Mr. Calvin Montaigne,Mr Montaigne
Mr. Calvin Montaigne,Mr. Montaigne
Mr. Calvin Montaigne,Calvin Montaigne
Mr. Gables Balfour,Balfour
Mr. Gables Balfour,Mr Balfour
Mr. Gables Balfour,Mr. Balfour
Monsieur Sheppard,Sheppard
Mrs. Sheppard,Mrs Sheppard
Sir Bunner Stock,Stock
Jessie M'Pherson,Mrs. Mpherson
Manderson Alice,Alice
Jack George,George
Jack George,Mr George
Jack George,Mr. George
Mrs. M'Lachlan,Mlachlan
Dr. Harris,Harris
Dr. Harris,Dr Harris
Mr. Martin,Martin
Mr. Martin,Mr Martin
