character1,character2,count
Abir Agnes Prateek,Raghav,63
Abir Agnes Prateek,Mr. Raghav Prateek,62
Mr. Raghav Prateek,Raghav,62
Monsieur Karisma,Monsieur Karisma Salman,46
Irrfan St. Siddharth,Monsieur Karisma Salman,37
Irrfan St. Siddharth,Siddharth Salman,36
Monsieur Karisma Salman,Siddharth Salman,36
Sonam,Sonam Mohit,33
Dearest Jaya,Jaya Rohit,19
Monsieur Rani,Niharika Rani,19
Monsieur Ayush,Monsieur Karisma Salman,18
Monsieur Ayush,Mr. Ayush Salman,17
Monsieur Karisma Salman,Mr. Ayush Salman,17
Jaya Rohit,Niharika Rani,13
Monsieur Karisma,Niharika Rani,12
Abir Agnes Prateek,Jaya Rohit,11
Jaya Rohit,Monsieur Karisma,11
Abir Agnes Prateek,Sonam Mohit,10
Irrfan,Irrfan Court,9
Monsieur Ayush,Monsieur Karisma,8
Monsieur Ayush,Niharika Rani,8
Abir Agnes Prateek,Irrfan St. Siddharth,7
Abir Agnes Prateek,Monsieur Karisma,7
Hercule Rani,Niharika Rani,7
Monsieur Ayush,Sonam Mohit,7
Niharika Rani,Sonam Charu,7
Detective Inspector Varsha Chitrangada,Niharika Rani,6
Irrfan St. Siddharth,Monsieur Karisma,6
Sir Akshay,Sir Akshay Monali,6
Abir Agnes Prateek,Dearest Jaya,5
Abir Agnes Prateek,Niharika Rani,5
Detective Inspector Varsha Chitrangada,Detective-inspector Chitrangada,5
Detective Inspector Varsha Chitrangada,Superintendent Akshaye,5
Dr. Karthik,Niharika Rani,5
Jaya Rohit,Mr. Raghav Prateek,5
Jaya Rohit,Raghav,5
Mohit Kuldeep,Sonam Mohit,5
Monsieur Karisma Salman,Sonam Mohit,5
Niharika Rani,Sonam Mohit,5
Abir Agnes Prateek,Coroner,4
Abir Agnes Prateek,Sonam,4
Dr. Karthik,Monsieur Karisma,4
Madame,Niharika Rani,4
Monsieur Karisma,Mr. Raghav Prateek,4
Monsieur Karisma,Raghav,4
Monsieur Karisma,Sonam Mohit,4
Monsieur Karisma Salman,Niharika Rani,4
Priyadarshan,Sonam Mohit,4
Abir Agnes Prateek,Monsieur Karisma Salman,3
Elizabeth Rajesh,Monsieur Karisma,3
Irrfan St. Siddharth,Niharika Rani,3
Irrfan St. Siddharth,Sonam Mohit,3
Krish,Rajat,3
Mon ami Shraddha,Monsieur Karisma,3
Monsieur Ayush,Sonam,3
Monsieur Karisma,Sonam Charu,3
Monsieur Karisma Salman,Sonam,3
Niharika Rani,Superintendent Akshaye,3
