character1,character2,count
a,i,460
Lady Goethe Don,i,181
Bay Steerforth,a,162
Miss Bartholemew,a,134
Bay Steerforth,i,120
Judson,a,103
Mrs. Unforeseen Bhowanee,a,98
Mrs. Unforeseen Bhowanee,i,93
Mr. Balzac Scott,a,91
Bay Steerforth,Miss Bartholemew,90
Miss Bartholemew,i,87
Mr. Wargrove Fergus,a,83
Mr. Wargrove Fergus,i,76
Mr. Balzac Scott,i,74
Bartholemew Hants,Sharp,66
Lady Goethe Don,a,66
Bartholemew Hants,Sharp Hants,65
Sharp,Sharp Hants,65
Bartholemew Hants,a,62
a,woman,62
Bartholemew Hants,i,61
Anne Jabez,i,54
Judson,Miss Bartholemew,54
Bartholemew Hants,Miss Hants,51
Judson,i,51
Mrs. Unforeseen Bhowanee,Unforeseen,48
Old,a,45
Meadow,i,43
Anne Jabez,a,39
Sharp,a,39
i,woman,39
Bartholemew Bhowanee,Mrs. Unforeseen Bhowanee,37
Judson,Pish,35
Old,i,34
Bartholemew Hants,Mrs. Unforeseen Bhowanee,32
Beatrice Tray,a,31
Miss Aaron,a,31
Pish,i,31
Pish,a,29
Bay Steerforth,Judson,28
Miss Aaron,Mrs. Unforeseen Bhowanee,28
Mr. Wargrove Fergus,Wargrove,28
Beatrice Tray,i,27
Sharp,i,27
Tilly Darling,a,27
Bay Steerforth,Lady Goethe Don,25
Bay Steerforth,Mr. Wargrove Fergus,25
Meadow,a,25
Miss Aaron,i,25
Bartholemew Hants,Miss Bartholemew,23
Gad,a,22
Miss Hants,i,22
Lady Goethe Don,Mr. Wargrove Fergus,21
Bay Steerforth,Mr. Balzac Scott,20
Gad,Miss Bartholemew,20
Gad,i,20
Mr. Balzac Scott,Mrs. Unforeseen Bhowanee,20
Bay Steerforth,Old,19
Beatrice Tray,Mr. Balzac Scott,19
George Joseph,a,19
Miss Bartholemew,Mrs. Unforeseen Bhowanee,19
Sharp Hants,i,19
Commercial,i,18
George,a,18
Lady Goethe,Lady Goethe Don,18
Lady Goethe,i,17
Mrs. Unforeseen Bhowanee,Sharp,17
Unforeseen,i,17
Beatrice Tray,Mrs. Unforeseen Bhowanee,16
Lady Goethe Don,Mr. Balzac Scott,16
Mrs. Unforeseen Bhowanee,Sharp Hants,16
Mrs. Unforeseen Bhowanee,woman,16
Anne Jabez,Mrs. Unforeseen Bhowanee,15
Lady Goethe,Mrs. Unforeseen Bhowanee,15
Miss Bartholemew,Pish,15
Tawsey,a,15
Tilly,a,15
Bay Steerforth,Sharp,14
Commercial,a,14
