character1,character2,count
Bohemian,Bohemian Zeta.,28
Bean,Mr. Capshaw,25
Sir Armstrong,Sir Armstrong Efron,23
Lady Travolta,Lady Travolta Pitt,21
Bean,Lady Travolta,16
Lady Travolta,Mr. Blunt Jagger,14
Bean,Lady Travolta Pitt,13
Bohemian Zeta.,Paltrow Zeta.,12
Sir O'hara,Sir O'hara Ziegler,12
Bean,Mr. Blunt Jagger,11
Lady Travolta Pitt,Mr. Blunt Jagger,10
Bean,Young,7
Bohemian Zeta.,Lady Travolta,7
Bohemian Zeta.,Day,6
Bohemian Zeta.,Iger Christenson,6
Bohemian Zeta.,Mr. Blunt Jagger,6
Charles Jagger,Mr. Blunt Jagger,6
Sir Armstrong,Sir O'hara,6
Bean,Green,5
Bohemian,Pearson,5
Bohemian Zeta.,Lady Travolta Pitt,5
Bohemian Zeta.,Palmer,5
Bohemian Zeta.,Pearson,5
Connelly Quaid Barlow,Quaid,5
Day,Palmer,5
Green,Mr. Blunt Jagger,5
Lady Travolta Pitt,Pearson,5
Bean,Bohemian Zeta.,4
Bean,Iger Christenson,4
Bean,Miss Zane,4
Bean,Wood,4
Blunt,Mr. Blunt Jagger,4
Bohemian,Iger,4
Bohemian Zeta.,Mrs. Blige,4
Bohemian Zeta.,Rudd,4
Bohemian Zeta.,Young,4
Day,Paley,4
Iger,Lady Travolta,4
Iger,Pearson,4
James,James Franco,4
James,Mr. Portman,4
Lady Travolta,Lively,4
Lady Travolta,Mr. Capshaw,4
Lady Travolta,Parker,4
Lady Travolta,Saldana,4
Lady Travolta Pitt,Palmer,4
Mr. Blunt Jagger,Young,4
Mr. Capshaw,Paley,4
Palmer,Pearson,4
Paltrow Zeta.,Rudd,4
Paltrow Zeta.,Young,4
Bean,O'neal,3
Bean,Pearson,3
Bohemian,Lady Travolta,3
Bohemian Zeta.,Kimmel Nixon,3
Bohemian Zeta.,Lively,3
Bohemian Zeta.,Sir Armstrong,3
Bruce,Mr. Blunt Jagger,3
Connelly,Connelly Quaid Barlow,3
Dr. Kauffman,Lady Travolta,3
Firth,Mr. Blunt Jagger,3
Green,Young,3
Kimmel Nixon,Meryl,3
Lady Travolta Pitt,Waller,3
Lady Travolta Pitt,Young,3
Mr. Capshaw,O'neal,3
Mr. Plummer,Sir Armstrong,3
Pearson,Saldana,3
Sir Armstrong,Sir O'hara Ziegler,3
Sir Armstrong Efron,Sir O'hara,3
Sir Armstrong Efron,Sir O'hara Ziegler,3
Arquette Atkinson,Paltrow Thomas Atkinson,2
Beales,Beales Schumer,2
Beales Schumer,Johansson.Woodley,2
Bean,Black,2
Bean,Brosnan Gable,2
Bean,Corbin,2
Bean,Kimmel Nixon,2
