character1,character2,count
Bilboquet de Andre,Piedlent,47
Piedlent,Vesinet. Caldas,38
Madeleine de la Palot,Palmyre Palot,36
Emile,Emile Verdure,34
Anselme Madeleine,Emile Strauss,32
Emile Bilboquet,Piedlent,31
Emile Verdure,Emile. Wilson,29
Bilboquet de Andre,Emile Bilboquet,26
Emile Bilboquet,Emile Strauss,24
Emile Verdure,Verdure Providence,23
Emile Verdure,Vesinet. Caldas,22
P! Vesinet,Piedlent,22
Anselme Madeleine,Madeleine de la Palot,20
Bilboquet de Andre,Emile Strauss,20
Bilboquet de Andre,P! Vesinet,19
Emile Verdure,Piedlent,19
Jules-Rene-Henri de Dobbin,Piedlent,19
Aurora,Vesinet. Caldas,17
Ingrate,Ingrate Audibert,17
Caroline,Caroline Xiii,16
Emile,Piedlent,16
Bilboquet de Andre,Jules-Rene-Henri de Dobbin,15
Bilboquet de Andre,Vesinet. Caldas,15
Jules-Rene-Henri de Dobbin,Piedlent de Dobbin,15
Piedlent,Piedlent de Dobbin,15
Aurora,Aurora Caldas,14
Aurora Caldas,Vesinet. Caldas,14
Dr. Monsieur,Emile Verdure,12
Dr. Monsieur,Emile,11
Bilboquet de Andre,Emile,10
Emile,Vesinet. Caldas,10
Emile Verdure,Klopen,10
Anselme Madeleine,Palmyre Palot,9
Emile Fougeroux,Mamma,9
Hein La,Warth. Hein,9
Aubusson,Emile Bilboquet,8
Bilboquet de Andre,Dr. Monsieur,8
Bilboquet de Andre,Emile. Wilson,8
Bilboquet de Andre,Strauss de Andre,8
Caroline,Emile Verdure,8
Emile,Emile. Wilson,8
Emile Strauss,Strauss de Andre,8
Emile. Taberet,Mamma,8
Lucien,c,8
Mamma,P! Vesinet,8
Anselme Madeleine,Bilboquet de Andre,7
Bilboquet de Andre,Madeleine de la Palot,7
Caroline Xiii,Mamma,7
Emile Bilboquet,Opportunity,7
Emile Bilboquet,P! Vesinet,7
Emile Strauss,Madeleine de la Palot,7
Emile Verdure,Mamma,7
Anselme Madeleine,Emile Bilboquet,6
Aubusson,Piedlent,6
Bilboquet de Andre,Ingrate,6
Bilboquet de Andre,Opportunity,6
Bilboquet de Andre,Raget,6
Caroline Xiii,Emile Verdure,6
Caroline Xiii,Klopen,6
Emile,Jules-Rene-Henri de Dobbin,6
Emile,Mamma,6
Emile Strauss,Tarascon,6
Adonis,Emile Strauss,5
Anselme Madeleine,Aubusson,5
Anselme Madeleine,Evariste,5
Anselme Madeleine,Vesinet. Caldas,5
Aubusson,Emile Strauss,5
Aunt,Piedlent,5
Aunt,Vesinet. Caldas,5
Bilboquet de Andre,Emile Verdure,5
Bilboquet de Andre,Ingrate Audibert,5
Bilboquet de Andre,Palmyre Palot,5
Caroline Xiii,P! Vesinet,5
Emile Bilboquet,Raget,5
Emile Strauss,Eve Oloron,5
Emile Strauss,Palmyre Palot,5
Emile Verdure,P! Vesinet,5
Klopen,Mamma,5
Anselme Madeleine,Aurora,4
Anselme Madeleine,Imbecile,4
Aubusson,Emile,4
