canonical_name,alias_name
Miss Wallace Nero Morgan,
Miss Wallace Nero Morgan,Morgan
Miss Wallace Nero Morgan,Miss Morgan
Miss Wallace Nero Morgan,Wallace Nero Morgan
Briggs Poropulos Hakaat,
Briggs Poropulos Hakaat,Hakaat
Briggs Poropulos Hakaat,Mr. Hakaat
Watson X Hakaat,
Watson X Hakaat,X Hakaat
Watson X Hakaat,X. Hakaat
Mr. Belinda Porten,
Mr. Belinda Porten,Porten
Sir Belinda Haley,
Belinda Grossmith,
Belinda Grossmith,Grossmith
Effendi Williams,
Mr. Jove Gilcott,
Mr. Jove Gilcott,Gilcott
Lady Nero Morgan,
Lady Nero Morgan,Lady Morgan
Briggs Poropulos,
Vassalaro Fisher,
Vitriol Villari,
Abigail Terrell,
Theressa Hiabam,
Theressa Hiabam,Hiabam
Chandler Watson,
Chandler Watson,Watson
Chandler Watson,Mr. Watson
Chillon Terrell,
Green Chandler,
Green Chandler,Chandler
Green Chandler,Mr. Chandler
Brown Salvolio,
Bey Poropulos,
Belinda Smith,
Belinda Smith,Smith
Belinda Smith,Mr. Smith
Bill Savorsky,
Sir M Morgan,
Sir M Morgan,M Morgan
Wallace Nero,
Chubb Mainau,
Buenos Kara,
Buenos Kara,Kara
Cassley Ann,
Wallace Ann,
Jove Carter,
Jove Carter,Mrs. Carter
Haley Fred,
Nero Marie,
Watson. X.,
Watson. X.,Watson X
Watson. X.,Watson X.
Chillon G.,
Chillon G.,Chillon G
Mrs. G,
Mr. G,
Papa Mary,
Hullo G.,
Hullo G.,Hullo G
Bey X.,
Superintendent Hussein,
Superintendent Hussein,Hussein
Mrs. Meredith,
Miss Scutari,
Miss Scutari,Scutari
Bartholomew,
Sir Belinda,
Dr. Thomas,
Mr. Pinot,
Mr. Pinot,Pinot
Mrs. Rumo,
Carlneau,
Chillon,
William,
Savolio,
Durazzo,
Coselli,
O'Grady,
Xavier,
Mansus,
Roman,
Larry,
Tommy,
Ayres,
Goole,
Hullo,
Harry,
Sir M,
Edgar,
Henry,
Jove,
Joe,
john,
lexman,
t,
grace,
remington,
george,
gathercole,
julius,
waglite,
doctor,
gratham,
holland,
beale,
patagonia,
god,
b,
jacks,
signor,
de,
