character1,character2,count
Hullo,Hullo G.,94
Lady Nero Morgan,Miss Wallace Nero Morgan,22
Green Chandler,t,16
Chandler Watson,t,12
Green Chandler,Mr. Pinot,11
Chandler Watson,Green Chandler,10
Chandler Watson,Superintendent Hussein,8
Chillon,Chillon G.,8
Green Chandler,Hullo,8
Belinda Smith,Green Chandler,7
Chillon,Green Chandler,6
Miss Wallace Nero Morgan,Wallace Nero,6
Chandler Watson,Hullo,5
Green Chandler,Superintendent Hussein,5
Bartholomew,Green Chandler,4
Chandler Watson,Hullo G.,4
Edgar,t,4
Green Chandler,Hullo G.,4
Green Chandler,Miss Wallace Nero Morgan,4
Superintendent Hussein,t,4
Belinda Grossmith,Green Chandler,3
Chillon,t,3
Green Chandler,Wallace Nero,3
Hullo,t,3
Miss Wallace Nero Morgan,t,3
Belinda Grossmith,Buenos Kara,2
Belinda Grossmith,doctor,2
Belinda Grossmith,t,2
Belinda Smith,Bill Savorsky,2
Belinda Smith,Mr. Pinot,2
Belinda Smith,t,2
Belinda Smith,waglite,2
Bill Savorsky,Green Chandler,2
Briggs Poropulos,Briggs Poropulos Hakaat,2
Briggs Poropulos Hakaat,Green Chandler,2
Buenos Kara,Theressa Hiabam,2
Chandler Watson,Sir Belinda,2
Chillon G.,Green Chandler,2
Edgar,Green Chandler,2
Edgar,Hullo,2
Edgar,Hullo G.,2
Green Chandler,Lady Nero Morgan,2
Green Chandler,Miss Scutari,2
Lady Nero Morgan,t,2
Miss Wallace Nero Morgan,Sir M Morgan,2
Wallace Ann,Wallace Nero,2
doctor,t,2
Abigail Terrell,Green Chandler,1
Ayres,Chandler Watson,1
Ayres,Green Chandler,1
Ayres,Superintendent Hussein,1
Bartholomew,Belinda Grossmith,1
Belinda Smith,Briggs Poropulos Hakaat,1
Belinda Smith,Chandler Watson,1
Belinda Smith,Hullo,1
Bey Poropulos,Briggs Poropulos,1
Briggs Poropulos Hakaat,Miss Scutari,1
Briggs Poropulos Hakaat,Tommy,1
Briggs Poropulos Hakaat,t,1
Buenos Kara,Carlneau,1
Buenos Kara,Roman,1
Carlneau,Green Chandler,1
Carlneau,Theressa Hiabam,1
Cassley Ann,Jove,1
Cassley Ann,Jove Carter,1
Chandler Watson,Harry,1
Chandler Watson,Lady Nero Morgan,1
Chandler Watson,Miss Wallace Nero Morgan,1
Chandler Watson,Mr. Pinot,1
Chandler Watson,Wallace Nero,1
Chillon,Chillon Terrell,1
Chillon,Hullo,1
Chillon G.,t,1
Edgar,Superintendent Hussein,1
Goole,Green Chandler,1
Goole,Mr. Pinot,1
Green Chandler,Tommy,1
Jove,Jove Carter,1
Jove,Mr. Jove Gilcott,1
Lady Nero Morgan,beale,1
Miss Scutari,Miss Wallace Nero Morgan,1
Miss Scutari,Mr. Pinot,1
Miss Wallace Nero Morgan,Sir M,1
Miss Wallace Nero Morgan,beale,1
Mr. Pinot,waglite,1
O'Grady,Vitriol Villari,1
O'Grady,t,1
Sir Belinda,Sir Belinda Haley,1
Sir Belinda,t,1
Sir M,Sir M Morgan,1
Wallace Nero,t,1
