character1,character2,count
Anne Beddingfeld,Miss Beddingfeld,37
Anne Beddingfeld,Miss Anne,33
Sir Eustace,Sir Eustace Pedler,33
Harry,Mr. Harry Rayburn,26
Guy Pagett,Sir Eustace,11
Miss Anne,Race,8
Race,Sir Eustace,8
Guy Pagett,florence,7
Harry,Harry Lucas,7
Miss Pettigrew,Rev. Edward Chichester,7
Mrs. Clarence Blair,Race,7
Miss Pettigrew,Sir Eustace,6
Race,Suzanne,6
Sir Laurence,Sir Lawrence Eardsley,6
Guy Pagett,Race,5
Miss Pettigrew,Mr. Chichester-Pettigrew,5
Mr. Chichester-Pettigrew,Rev. Edward Chichester,5
Anne Beddingfeld,Rev. Edward Chichester,4
Guy Pagett,Marlow,4
Harry Lucas,Sir Lawrence Eardsley,4
John,Sir Lawrence Eardsley,4
John Eardsley,Sir Lawrence Eardsley,4
L. B. Carton,Nadina,4
Miss Anne,Suzanne,4
Guy Pagett,god,3
Harry,Race,3
John,John Eardsley,3
Mr. Harry Rayburn,Sir Eustace,3
Nadina,anita,3
Sir Eustace,Suzanne,3
Anne Beddingfeld,Professor Beddingfeld,2
Arthur Minks,Miss Pettigrew,2
Clarence,Mrs. Clarence Blair,2
Guy Pagett,Kimberley,2
Guy Pagett,Miss Anne,2
Harry,Sir Eustace,2
Harry Lucas,Nadina,2
Kimberley,L. B. Carton,2
Kimberley,Miss Anne,2
Kimberley,Suzanne,2
L. B. Carton,anita,2
Lady Pedler,Sir Eustace Pedler,2
Marlow,Suzanne,2
Miss Anne,Mrs. Clarence Blair,2
Miss Anne,Nasby,2
Miss Anne,Sir Eustace,2
Mr. Harry Rayburn,Race,2
Mrs. Clarence Blair,Suzanne,2
Mrs. Clarence Blair,Suzanne Blair,2
Race,Sir Lawrence Eardsley,2
Rev. Edward Chichester,Sir Eustace,2
Suzanne,Suzanne Blair,2
Suzanne,gipsy,2
Andy,Harry,1
Anne Beddingfeld,Guy Pagett,1
Anne Beddingfeld,John Eardsley,1
Anne Beddingfeld,Race,1
Anne Beddingfeld,Sir Lawrence Eardsley,1
Anne Beddingfeld,gipsy,1
Arthur Minks,Mr. Chichester-Pettigrew,1
Arthur Minks,Mr. Harry Rayburn,1
Arthur Minks,Rev. Edward Chichester,1
Caroline,Mrs. James,1
Clarence,Harry,1
Clarence,Suzanne,1
Desdemona,Othello,1
Emily,Nasby,1
Eric,Race,1
Eric,Sir Eustace,1
Guy Pagett,John,1
Guy Pagett,Miss Pettigrew,1
Guy Pagett,Mrs. Clarence Blair,1
Guy Pagett,Rev. Edward Chichester,1
Guy Pagett,Suzanne,1
Guy Pagett,anita,1
Guy Pagett,nature,1
Harry,Harry Parker,1
Harry,Kimberley,1
Harry,Miss Anne,1
Harry,Nadina,1
Harry,Ned,1
Harry,beira,1
Harry Lucas,John,1
Harry Lucas,John Eardsley,1
Harry Lucas,Kimberley,1
Harry Lucas,Miss Anne,1
Harry Lucas,Mr. Harry Rayburn,1
Jarvis,butler,1
John,Long John Silver,1
John,Stevenson,1
John,fate,1
John Eardsley,Miss Anne,1
Kimberley,Nadina,1
Kimberley,Race,1
Kimberley,Sir Lawrence Eardsley,1
L. B. Carton,Mr. Harry Rayburn,1
Long John Silver,Stevenson,1
Mamma,Papa,1
Marlow,Nadina,1
Marlow,Sir Eustace,1
Marlow,anita,1
Marlow,nature,1
Miss Anne,Rev. Edward Chichester,1
Miss Anne,Sir Lawrence Eardsley,1
Miss Anne,beira,1
Miss Anne,cook,1
Miss Anne,gipsy,1
Miss Anne,god,1
Miss Anne,hullo,1
Miss Beddingfeld,Rev. Edward Chichester,1
Miss Pettigrew,Mrs. Clarence Blair,1
Miss Pettigrew,Race,1
Mr. Harry Rayburn,Nadina,1
Mr. Harry Rayburn,Nasby,1
Mrs. Clarence Blair,Sir Eustace,1
Mrs. James,Sir Eustace,1
Mrs. James,Sir Eustace Pedler,1
Nadina,Nasby,1
Nadina,Sir Eustace,1
Nadina,Suzanne,1
Paggett,Suzanne,1
Papa,cook,1
Race,Rev. Edward Chichester,1
Race,Sir Eustace Pedler,1
Race,Sir Laurence,1
Race,hullo,1
Sir Eustace,e,1
Sir Eustace,florence,1
Suzanne,nature,1
adam,eve,1
anita,nature,1
florence,god,1
paulovitch,sergius,1
