canonical_name,alias_name
Cecil James Barker,
Cecil James Barker,Barker
Cecil James Barker,Mr. Barker
Cecil James Barker,Cecil Barker
Cecil James Barker,Mr. Cecil Barker
Miss Ettie Shafter,
Miss Ettie Shafter,Shafter
Miss Ettie Shafter,Ettie Shafter
Eminent Bodymaster,
Eminent Bodymaster,Bodymaster
Sherlock Holmes,
Sherlock Holmes,HOLMES
Sherlock Holmes,Holmes
Sherlock Holmes,Mr. Holmes
Mr. White Mason,
Mr. White Mason,Mason
Mr. White Mason,White Mason
Mr. White Mason,Mr White Mason
Arthur Willaby,
Arthur Willaby,Willaby
Archie Swindon,
Chester Wilcox,
Jonathan Wild,
James Stanger,
James Stanger,Stanger
James Stanger,Mr. Stanger
Teddy Baldwin,
Teddy Baldwin,Baldwin
James Murdoch,
Birdy Edwards,
Birdy Edwards,Edwards
Ettie Edwards,
John Douglas,
John Douglas,Douglas
Mrs. Douglas,
Mr. Douglas,
Tiger Cormac,
Tiger Cormac,Cormac
Jim Carnaway,
FRED PORLOCK,
FRED PORLOCK,Porlock
Mike Scanlan,
Mike Scanlan,Scanlan
Mike Scanlan,Brother Scanlan
Steve Wilson,
Steve Wilson,Wilson
Steve Wilson,Sergeant Wilson
Jack Douglas,
Teddy Marvin,
Teddy Marvin,Marvin
Ted Baldwin,
Jonas Pinto,
IVY DOUGLAS,
Billy James,
Evans Pott,
Inspector MacDonald,
Inspector MacDonald,MacDonald
Professor Moriarty,
Professor Moriarty,Moriarty
Brother Morris,
Brother Morris,Morris
Mr. MacDonald,
Inspector Mac,
Inspector Mac,Mac
Mr. Shafter,
Mrs. Larbey,
Mrs. Hudson,
Dr. Watson,
Dr. Watson,Watson
Mrs. Allen,
Mrs. Allen,Allen
Birlstone,
Pinkerton,
Harraway,
Willabys,
Mr. Hyam,
Dr. Wood,
Scowrers,
Hargrave,
Andrews,
Higgins,
Mr. Mac,
Mr. Mac,Mr Mac
Scowrer,
Menzies,
Manders,
Blaker,
Windle,
Lander,
Reilly,
Carter,
Lawler,
Mansel,
Crabbe,
Ettie,
Gower,
Lynch,
Billy,
Cecil,
Evans,
Boss,
Fred,
Egan,
Dunn,
Ames,
Jack,
Ted,
Gar,
doyle,
bradshaw,
mahratta,
camberwell,
jean,
greuze,
napoleon,
sebastian,
moran,
charles,
chandos,
capus,
inspector,
god,
i,
man,
jh,
scott,
vermissa,
murphy,
old,
vell,
boarder,
bartholomew,
uncle,
sam,
tut,
andrew,
rae,
foreman,
treasurer,
manson,
shuman,
van,
deher,
atwood,
standback,
christ,
charlie,
williams,
simon,
bird,
knox,
herman,
strauss,
josiah,
william,
hales,
hunt,
staphouse,
deacon,
law,
