character1,character2,count
Lebeziatnikov,Lebeziatnikov Radishchev,232
Lazarus Byelinsky,Tfoo,194
Lazarus Byelinsky,Tfoo Byelinsky,194
Tfoo,Tfoo Byelinsky,194
Mihail Alexey Schiller,that,141
Razumihin,Razumihin Nil,134
Kolya,Kolya Raphael,122
Mihail,Mihail Alexey,99
Schegolskoy,that,98
Lebeziatnikov Radishchev,that,95
Lazarus,Lazarus Byelinsky,92
Lebeziatnikov,that,82
Pestryakov,Pestryakov Wagner,81
Sister Blanc,that,71
Lazarus Byelinsky,that,69
Mr. Pashenka,that,65
Kobelev Radishchev,Lebeziatnikov Radishchev,57
Tfoo,that,54
Tfoo Byelinsky,that,54
Lazarus,Mihail Alexey Schiller,44
Lazarus,that,40
Mihail Alexey Schiller,Mr. Pashenka,37
Lazarus Byelinsky,Mihail Alexey Schiller,35
Ilya Byelinsky,Lazarus Byelinsky,34
Kolya,that,33
Kolya Raphael,that,33
Luzhin,that,30
Lebeziatnikov Radishchev,Sister Blanc,28
Lebeziatnikov,Sister Blanc,27
Arkady,Arkady Garnett,26
Dostoevsky,that,25
Kobelev Radishchev,that,25
Mihail,that,25
Prilukov Tolstyakov,that,25
Mihail Alexey Schiller,Sister Blanc,24
Mihail Alexey,that,23
Tfoo Byelinsky Pavlovna,that,23
Dr. Fedosya,that,22
Mr. Pyotr,that,22
Kobelev Radishchev,Lebeziatnikov,21
Pestryakov,that,21
Pestryakov Wagner,that,21
Razumihin,that,21
Razumihin Nil,that,21
Yushin,that,19
Afanasy,that,17
Dr. Fedosya,Mr. Pashenka,16
Fancy,that,16
Lazarus Byelinsky,Schegolskoy,16
Schegolskoy,Tfoo,16
Schegolskoy,Tfoo Byelinsky,16
Mihail Alexey Schiller,Prilukov Tolstyakov Kobilatnikov,14
Yegorovna Fyodor Filka,that,14
Lazarus Byelinsky,Sister Blanc,13
Sister Blanc,Tfoo,13
Sister Blanc,Tfoo Byelinsky,13
Tchebarov,Zossimov,13
Fourier Radishchev,Lebeziatnikov Radishchev,12
Lebeziatnikov Radishchev,Mihail Alexey Schiller,12
Marmeladov,Marmeladov Rousseau,12
Mihail Alexey Schiller,Mr. Pyotr,12
Petrovitch,that,12
Razumihin,Schegolskoy,12
Razumihin Nil,Schegolskoy,12
Lazarus,Mr. Pashenka,11
Lebeziatnikov,Mihail Alexey Schiller,11
Luzhin,Razumihin,11
Luzhin,Razumihin Nil,11
Luzhin,Schegolskoy,11
Pestryakov,Schegolskoy,11
Pestryakov Wagner,Schegolskoy,11
Potanchikov,Potanchikov Luise,11
Semyonovitch,Sonia,11
linen,that,11
Frantsovna,that,10
Lazarus Byelinsky,Yegorovna Fyodor Filka,10
Lebeziatnikov Radishchev,Prilukov Semyonova,10
Mamma,that,10
Mihail Alexey Schiller,Tfoo,10
Mihail Alexey Schiller,Tfoo Byelinsky,10
Sister Blanc,Tfoo Byelinsky Pavlovna,10
Tfoo,Yegorovna Fyodor Filka,10
Tfoo Byelinsky,Yegorovna Fyodor Filka,10
Yegorovna Fyodor,that,10
Dourov,that,9
Dr. Fedosya,Mihail Alexey Schiller,9
Lebeziatnikov Radishchev,Semyonova Radishchev,9
Mihail Alexey Schiller,Tfoo Byelinsky Pavlovna,9
Mr. Pashenka,Schegolskoy,9
Prilukov Semyonova,Semyonova Radishchev,9
Prilukov Tolstyakov Kobilatnikov,that,9
Providence,that,9
Sonia,that,9
Arkady,Dostoevsky,8
Dourov,Tchebarov,8
Kobelev Buch,Lebeziatnikov Radishchev,8
Lebeziatnikov,Prilukov Tolstyakov Kobilatnikov,8
Lebeziatnikov Radishchev,Prilukov Tolstyakov Kobilatnikov,8
Marmeladov Rousseau,that,8
Mihail Alexey Schiller,Schegolskoy,8
Mihail Alexey Schiller,Yegorovna Fyodor Filka,8
Mr. Pashenka,Razumihin,8
Mr. Pashenka,Razumihin Nil,8
Tit,that,8
Arkady,that,7
Frantsovna,Mihail Alexey Schiller,7
Kobelev Buch,Kobelev Radishchev,7
Kobelev Buch,that,7
Lazarus Byelinsky,Lida Mary,7
Lazarus Byelinsky,Mr. Pashenka,7
Lazarus Byelinsky,Tfoo Byelinsky Pavlovna,7
Lazarus Byelinsky,Yegorovna Fyodor,7
Lebeziatnikov Radishchev,Tfoo Byelinsky Pavlovna,7
Marmeladov Rousseau,Rodya Rousseau,7
Mihail Alexey Schiller,Razumihin,7
Mr. Pashenka,Tfoo Byelinsky Pavlovna,7
Schegolskoy,Sister Blanc,7
Sister Blanc,Yegorovna Fyodor Filka,7
Tfoo,Tfoo Byelinsky Pavlovna,7
