canonical_name,alias_name
Mr. Sherlock Holmes,
Mr. Sherlock Holmes,Holmes
Mr. Sherlock Holmes,Mr. Holmes
Mr. Sherlock Holmes,Sherlock Holmes
Lady Frances Carfax,
Miss Marie Devine,
Miss Marie Devine,Marie Devine
Philip Green,
Philip Green,Green
Philip Green,Mr. Green
Jules Vibart,
Holy Peters,
Holy Peters,Peters
Holy Peters,Mr. Peters
M. Moser,
Mrs. Shlessinger,
Mrs. Shlessinger,Shlessinger
Dr. Shlessinger,
Lady Frances,
Lady Frances,Frances
Miss Dobney,
Miss Dobney,Dobney
Mrs. Hudson,
Dr. Watson,
Dr. Watson,Watson
Dr. Horsom,
Lestrade,
Stimson,
Fraser,
Baden,
Marie,
david,
brannan,
al,
haines,
arthur,
doyle,
cook,
lausanne,
shlessingers,
henry,
annie,
god,
spender,
co,
