canonical_name,alias_name
Mr. Prisoner Bludger,
Mr. Prisoner Bludger,Bludger
Mr. Prisoner Bludger,Mr. Bludger
Mr. Prisoner Bludger,Prisoner Bludger
Miss Black Bludger,
Miss Black Bludger,Miss Bludger
Miss Black Bludger,Black Bludger
Scorpius Queenie,
Hermione Goblet,
Hermione Goblet,Goblet
Astoria Bludger,
Astoria Bludger,Dr. Bludger
Goblet Bludger,
Sorting Diagon,
Neville Harry,
Fred Centaur,
Stone Leta,
Stone Leta,Leta
Mr. Erumpent,
Mr. Prisoner,
Mr. Prisoner,Prisoner
Dr. Quirrell,
Miss Black,
Miss Black,Black
Mcgonagall,
Miss Fleur,
Gilderoy,
Astoria,
Phoenix,
Padma,
Them,
Pomona,
Cissa,
Horklump,
Triwizard,
Grindelwald,
Riddle,
Tournament,
