character1,character2,count
Miss Watson Holmes,Mr. Satan Holmes,25
Miss Watson Holmes,Satan,25
Mr. Satan Holmes,Satan,25
Miss Watson Holmes,Watson,4
Moore,Mr. Tredannick,2
David Roundhay,Moore,1
David Roundhay,Mr. Tredannick,1
David Roundhay,Watson,1
Dr. Agar Owen,Wartha Tregennis,1
Dr. Sherlock Arthur,Wartha Tregennis,1
Miss Watson Holmes,Wartha Tregennis,1
Moore,Watson,1
Mr. George,Wartha Tregennis,1
Mr. Satan Holmes,Wartha Tregennis,1
Mr. Satan Holmes,Watson,1
Mr. Tredannick,Wartha Tregennis,1
Mr. Tredannick,Watson,1
Satan,Wartha Tregennis,1
Satan,Watson,1
