character1,character2,count
Emily,Monsieur Inglethorp,66
Emily,Emily Inglethorp,65
Emily Inglethorp,Monsieur Inglethorp,65
Monsieur Sacre,Monsieur Sacre Holmes,46
Monsieur Sacre Holmes,Wells,38
Monsieur Sacre Holmes,Wells Holmes,37
Wells,Wells Holmes,37
Lawrence,Lawrence Heavywether,32
Monsieur Parkson,Mr. Monsieur,23
Alfred Inglethorpe,Inglethorpe Manning,18
Monsieur Sacre Holmes,Mr. Monsieur,18
Lawrence Hercule,Monsieur Parkson,16
Monsieur Parkson,Monsieur Sacre,12
Monsieur Sacre,Mr. Monsieur,12
Inglethorpe Manning,Monsieur Inglethorp,11
Hercule Parkson,Lawrence Hercule,10
Hercule Parkson,Monsieur Parkson,10
Inglethorpe Manning,Monsieur Parkson,10
Inglethorpe Manning,Monsieur Sacre,10
Lawrence Heavywether,Monsieur Inglethorp,9
Ernest,Ernest Court,8
Lawrence Heavywether,Mr. Monsieur,8
Monsieur Inglethorp,Monsieur Parkson,8
Monsieur Inglethorp,Monsieur Sacre,7
Monsieur Inglethorp,Wells,7
Sir Japp,Sir Japp Summerhaye,7
Monsieur Parkson,Sherlock Bauerstein,6
Monsieur Sacre,Wells,6
Alfred Inglethorpe,Monsieur Inglethorp,5
Emily,Inglethorpe Manning,5
Emily Inglethorp,Inglethorpe Manning,5
Heavywether Altara,Lawrence Heavywether,5
Lawrence Heavywether,Monsieur Sacre Holmes,5
Dr. Haman,Monsieur Parkson,4
Dr. Haman,Monsieur Sacre,4
Elizabeth Papa,Monsieur Sacre,4
Emily,Monsieur Sacre,4
Emily Inglethorp,Monsieur Sacre,4
Lawrence Heavywether,Monsieur Parkson,4
Lawrence Heavywether,Monsieur Sacre,4
Lawrence Heavywether,William,4
Monsieur Christie,Mr. Monsieur,4
Monsieur Parkson,Monsieur Sacre Holmes,4
Sherlock Bauerstein,Superintendent Mace,4
Alfred Inglethorpe,Monsieur Parkson,3
Cynthia,Monsieur Sacre,3
Cynthia,Moosier,3
Elizabeth Papa,Monsieur Sacre Holmes,3
Emily,Monsieur Parkson,3
Emily Inglethorp,Monsieur Parkson,3
Lawrence,Monsieur Inglethorp,3
Lawrence,Monsieur Sacre Holmes,3
Lawrence,Mr. Monsieur,3
Lawrence Heavywether,Wells,3
Monsieur Christie,Monsieur Sacre,3
Monsieur Inglethorp,Monsieur Sacre Holmes,3
Monsieur Inglethorp,Mr. Monsieur,3
Monsieur Parkson,Superintendent Mace,3
Albert Evelyn,Wells,2
Alfred,Alfred Inglethorpe,2
Alfred,Monsieur Inglethorp,2
Alfred Inglethorpe,Emily,2
Alfred Inglethorpe,Emily Inglethorp,2
Annie Bauerstein,Sherlock Bauerstein,2
Baily,Baily Parkson,2
Baily,Monsieur Parkson,2
Baily Parkson,Monsieur Parkson,2
Console,Monsieur Sacre,2
Dr. Haman,Monsieur Inglethorp,2
Dr. Haman,Mr. Monsieur,2
Emily,Mr. Monsieur,2
Emily,Wells,2
Emily Inglethorp,Mr. Monsieur,2
Emily Inglethorp,Wells,2
Ernest,Monsieur Inglethorp,2
Ernest,Monsieur Parkson,2
Ernest,Sherlock Bauerstein,2
Ernest,Wells,2
Inglethorpe Manning,Lawrence Heavywether,2
John,John Prys,2
Lawrence Heavywether,Wells Holmes,2
Lawrence Hercule,Monsieur Inglethorp,2
Lawrence Hercule,Monsieur Sacre,2
Monsieur Parkson,Wells,2
Monsieur Sacre,Sir Japp,2
Monsieur Sacre Holmes,inglethorps,2
