node,is_victim,pagerank,victim_connection_weight,degree,strength
Aamir,0,0.04044200076851394,0,2,6.0
Aamir Mithun,0,0.09156751783486687,0,3,15.0
Gauri Tanisha,0,0.05003660465265894,4,2,5.0
Jaya Rajeev,0,0.023515470853380828,0,1,1.0
Karthik Shalu,0,0.02291994653427446,0,1,1.0
Miss Urmila Tanisha,1,0.14733288045181073,0,8,14.0
Mr. Manan,0,0.09585854755481545,1,5,15.0
Mr. Rajkummar,0,0.0513057280309007,0,2,8.0
Mr. Sameer Reema,0,0.08291905652885612,0,5,5.0
Neha,0,0.05185358326217917,1,3,3.0
Richa,0,0.07213836655112597,1,5,6.0
Richa Sanjay,0,0.07213836655112597,1,5,6.0
Ritesh,0,0.01848481057936169,0,1,1.0
Saajan Reema,0,0.02291994653427446,0,1,1.0
Sania Tanisha,0,0.017768832314189922,1,1,1.0
Urmila,0,0.09092878832349377,4,5,8.0
Vishal,0,0.047869552674170826,1,4,4.0
