canonical_name,alias_name
Ruth Oliver,
Mrs. Howard,
Mrs. Howard,Mrs. HOWARD
Mrs. Pope,
Mrs. Pope,Pope
D'Aubigny,
Mr. Pope,
Mr Gryce,
Brown,
James,
suzanne,
shell,
josephine,
paolucci,
anna,
green,
g,
putnams,
by,
rohlfs,
amelia,
butterworth,
van,
burnam,
franklin,
burnams,
araminta,
dahl,
iv,
silas,
isabella,
caroline,
fanny,
preston,
haddam,
louise,
carroll,
boppert,
campbell,
jacobs,
ferguson,
susan,
hull,
vanity,
callahan,
clapp,
henshaw,
richard,
seth,
cunningham,
stapleton,
xiii,
randolph,
stone,
althorpe,
misses,
belle,
susie,
lena,
t,
alvord,
j,
denham,
sarah,
o,
r,
bertha,
desberger,
phineas,
cox,
madonna,
mary,
xxiii,
crescenze,
dan,
lalee,
taken,
aback,
ebenezar,
humph,
harrison,
pigot,
jane,
parker,
poe,
altman,
inspector,
sibley,
ebenezer,
xxxviii,
gown,
ella,
olive,
john,
providence,
