character1,character2,count
a,nurse,28
James,a,24
a,cousin,20
a,murder,16
a,self,10
a,town,9
a,ham,7
a,mark,7
Adam,a,5
a,brandy,5
a,mother,5
a,queer,5
James,cousin,4
a,matron,3
a,wicked,3
Adam,ham,2
a,god,2
brandy,queer,2
cousin,murder,2
Delagardie,a,1
Grant,a,1
James,cook,1
James,murder,1
James,nurse,1
Mr. Simms-Gaythorpe,a,1
Wilkie Charles,a,1
a,almighty,1
a,bearer,1
a,cook,1
a,j,1
a,palmer,1
a,pearson,1
alexandra,murder,1
alexandra,pearson,1
cousin,god,1
ham,self,1
nurse,queer,1
nurse,town,1
sheila,smith,1
