canonical_name,alias_name
Miss Rucastle Hunter,
Miss Rucastle Hunter,HUNTER
Miss Rucastle Hunter,Miss Hunter
Miss Rucastle Hunter,Rucastle Hunter
Holmesi Southerton,
Holmesi Southerton,Holmes Southerton
Mrs. Southerton,
Miss Southerton,
Mr. Southerton,
Mr. Southerton,Mr Southerton
Sherlock Toller,
Spence Stoper,
Spence Stoper,Stoper
Spence Stoper,Mr. Stoper
Mr. Sutherland,
Mr. Sutherland,Mr Sutherland
Mrs. Jephro,
Mrs. Jephro,Jephro
Mrs. Jephro,Mrs Jephro
Miss Fowler,
Miss Watson,
Mr. Holmes,
Holmesi,
Violet,
Alice,
mary,
munro,
carlo,
