canonical_name,alias_name
ELIZABETH ROBINS PENNELL,
GEORGE FREDERICK KUNZ,
GEORGE FREDERICK KUNZ,Dr. Kunz
Charles Wharton Stork,
RALPH HENRY BARBOUR,
Maria L. Kirk,
G. E. MITTON,
E. L. Henry,
Miss Lucy Carrington,
Miss Lucy Carrington,Carrington
Miss Lucy Carrington,Miss Carrington
Miss Lucy Carrington,LUCY CARRINGTON
Miss Lucy Carrington,Lucy Carrington
"MORRIS JASTROW, JR.",
SIR DOUGLAS MAWSON,
Edward Burne-Jones,
Elizabeth Anderson,
Stephen Hutcheson,
Benjamin Franklin,
George Washington,
MARGARET WIDDEMER,
ELIZABETH ROBINS,
Coroner Scofield,
Coroner Scofield,Scofield
Coroner Scofield,Mr. Scofield
Anita Carrington,
Carrington Loria,
Carrington Loria,Loria
Carrington Loria,Mr. Loria
Mardi Desjardins,
GEORGE MACDONALD,
GEORGE MACDONALD,MacDonald
GEORGE MACDONALD,Mrs. MacDonald
GEORGE MACDONALD,Mrs. Macdonald
EDMUND FREDERICK,
Maurice Hewlett,
Maurice Hewlett,Hewlett
Maurice Hewlett,MAURICE HEWLETT
Allan Shortland,
Stephen Illsley,
Stephen Illsley,Illsley
Stephen Illsley,Mr. Illsley
Pauline Stuart,
Pauline Stuart,Stuart
Pauline Stuart,Miss Stuart
Joseph Pennell,
Joseph Pennell,JOSEPH PENNELL
Henri Charlier,
Henri Charlier,Charlier
CAROLYN WELLS,
CAROLYN WELLS,Miss Wells
THERESE TYLER,
Fleming Stone,
Fleming Stone,Stone
Fleming Stone,Mr. Stone
Arthur Towzer,
Gray Haviland,
Gray Haviland,Haviland
Gray Haviland,Mr. Haviland
RICHARD MARSH,
JOHANNA SPYRI,
Gayle Hoskins,
Walter Biggs,
Anita Frayne,
Anita Frayne,Frayne
Anita Frayne,Miss Frayne
JEAN INGELOW,
William Penn,
Beryl Vernon,
Cousin Carr,
Cousin Carr,Carr
FERGUS HUME,
Mark Antony,
Cousin Lucy,
Cousin Lucy,Lucy
Miss Lucy,
Lady Lucy,
Carr Loria,
Bruce Burt,
Bruce Burt,BRUCE BURT
Tom Hardy,
Tom Hardy,Hardy
Detective Hardy,
Mr. Hardy,
Fleming S,
Fleming S,F. S.
Mrs. Frothingham,
Mrs. Frothingham,Frothingham
Inspector Brunt,
Inspector Brunt,Brunt
MRS. MOLESWORTH,
Sergeant Flake,
Doctor Stanton,
Doctor Stanton,Stanton
Doctor Stanton,Dr. Stanton
Doctor Moore,
Doctor Moore,Moore
Doctor Moore,Dr. Moore
Miss Pauline,
Miss Pauline,Pauline
Mr. Coroner,
Mr. Coroner,Coroner
Miss Stoort,
Dr. Walton,
Neitschean,
Mr. Price,
Cleopatra,
Mr. Pitts,
Mr. Pitts,Pitts
Mr. Brunt,
Pollypops,
Jeffries,
Gamaliel,
Mrs. Mac,
Miranda,
Frenchy,
MICHAEL,
Estelle,
Haskins,
Higgins,
Cousin,
Sappho,
Polly,
Ethel,
OUIDA,
Bates,
Anita,
Anita,ANITA
HEIDI,
Henri,
Nixie,
John,
Ahri,
Nita,
Gray,
Mary,
Jane,
fortune,
yarborough,
a,
tongues,
iv,
snake,
raffles,
inspector,
viii,
x,
clues,
jove,
lincoln,
xii,
madonna,
milo,
xiii,
xv,
paulines,
matthews,
xx,
boudoir,
marie,
antoinette,
helen,
troy,
xxii,
dudley,
xxiii,
wills,
god,
j,
companys,
bacon,
mabel,
boardman,
woodrow,
wilson,
dickens,
rackham,
robert,
jr,
hammond,
octavo,
anne,
walsh,
h,
taylor,
holloway,
elisabeth,
raphael,
sabatini,
caroline,
lockhart,
billy,
eleanor,
ingram,
lo,
grace,
lutz,
vic,
ditchling,
molly,
seawell,
steele,
tayler,
harold,
eberlein,
lewis,
thomas,
phebe,
humphreys,
whistler,
bimbi,
