character1,character2,count
Agnes Murdock,Miss Murdock,30
Agnes Murdock,Ralph Sturgis,28
Mrs. Arbogast,Thomas Chatham,22
Doctor Thurston,doctor,21
Agnes Murdock,doctor,19
Agnes Murdock,Miss Agnes,18
Agnes Murdock,Doctor Murdock,17
Doctor Murdock,doctor,17
Mr. Sprague,Ralph Sturgis,17
Ralph Sturgis,Richard Dunlap,12
Ralph Sturgis,doctor,10
Henry Seymour,Thomas Chatham,7
Agnes Murdock,Mr. Sprague,6
Doctor Thurston,Ralph Sturgis,6
Mr. Sprague,doctor,6
Miss Agnes,Mr. Sprague,5
Richard Dunlap,Thomas Chatham,5
Miss Agnes,Thomas Chatham,4
Mr. Sprague,Thomas Chatham,4
Mrs. Arbogast,Ralph Sturgis,4
Mrs. Arbogast,Richard Dunlap,4
Ralph Sturgis,Thomas Chatham,4
Conklin,Thomas Chatham,3
Doctor Murdock,Ralph Sturgis,3
Doctor Thurston,Mr. Sprague,3
Henry Seymour,Withers,3
Mary,Miss Agnes,3
Miss Murdock,Mr. Sprague,3
Reilly,Thomas Chatham,3
Richard Dunlap,doctor,3
Agnes Murdock,Richard Dunlap,2
Agnes Murdock,Thomas Chatham,2
Conklin,Ralph Sturgis,2
Conklin,flagler,2
Doctor Thurston,Richard Dunlap,2
Henry Seymour,Mrs. Arbogast,2
Henry Seymour,Ralph Sturgis,2
Jim,cabman,2
John Flynn,Michael Quinlan,2
Mr. Sprague,Richard Dunlap,2
Mrs. Arbogast,Scott,2
Murray,Scott,2
Ralph Sturgis,rays,2
Ralph Sturgis,wager,2
Scott,Thomas Chatham,2
Thomas Chatham,Withers,2
Thomas Chatham,doctor,2
Agnes Murdock,Doctor Thurston,1
Agnes Murdock,John Flynn,1
Agnes Murdock,Mary,1
Agnes Murdock,wager,1
Conklin,Mr. Sprague,1
Doctor Murdock,Richard Dunlap,1
Doctor Thurston,Mrs. Arbogast,1
Doctor Thurston,Thomas Chatham,1
Doctor Thurston,cabman,1
Doctor Thurston,rays,1
Dr. Henderson,Mrs. Arbogast,1
EDGAR MORETTE,Ralph Sturgis,1
EDGAR MORETTE,wager,1
Henry Seymour,Richard Dunlap,1
John Flynn,Kirkpatrick,1
John Flynn,O'Donnell,1
John Flynn,Shorty Duff,1
Kirkpatrick,O'Donnell,1
Michael Quinlan,Mrs. Arbogast,1
Michael Quinlan,Ralph Sturgis,1
Michael Quinlan,Shorty Duff,1
Miss Murdock,Ralph Sturgis,1
Mr. Sprague,forsyth,1
Mrs. Arbogast,Reilly,1
Mrs. Arbogast,doctor,1
Mrs. Arbogast,rays,1
Reilly,cabman,1
Thomas Chatham,flagler,1
Thomas Chatham,rays,1
Withers,james,1
cabman,doctor,1
chathum,thomuz,1
doctor,rays,1
