character1,character2,count
i,this,116
Don Luis,Don Luis Perenna,112
Monsieur,i,111
Gaston,Gaston Sauverand,101
Florence,Florence Levasseur,93
Hippolyte Fauville,Marie,79
Hippolyte,Hippolyte Fauville,75
Cosmo,Mr. Cosmo Mornington,74
Hippolyte Fauville,Marie Fauville,66
Marie,Marie Fauville,66
Don Luis,i,59
Don Luis,this,56
Florence,i,55
Don Luis,M. Mazeroux,50
Gaston Sauverand,Hippolyte Fauville,43
Gaston Sauverand,Marie,43
Don Luis Perenna,i,40
Florence,this,39
Don Luis,Monsieur,38
Marie,i,38
M. Mazeroux,i,37
Hippolyte Fauville,i,34
Florence,Gaston Sauverand,33
Gaston,Hippolyte Fauville,30
Don Luis,Lupin,28
Don Luis Perenna,this,27
Lupin,i,26
Don Luis,Florence,25
Mr. Cosmo Mornington,i,25
Don Luis Perenna,M. Mazeroux,24
Gaston,Marie,24
Gaston Sauverand,Marie Fauville,23
Gaston Sauverand,i,23
Cosmo,i,21
Don Luis,M. Weber,21
Gaston Sauverand,this,21
Don Luis Perenna,Lupin,19
Lupin,this,19
Monsieur,this,19
Don Luis,Monsieur Desmalions,18
Hippolyte Fauville,Mr. Cosmo Mornington,18
Hippolyte Fauville,this,18
Florence Levasseur,this,17
Edmond,Hippolyte Fauville,16
Gaston,Marie Fauville,16
Florence,Gaston,15
Florence,Marie,15
Hippolyte,i,15
M. Mazeroux,Monsieur,15
Gaston Sauverand,Mr. Cosmo Mornington,14
Mr. Cosmo Mornington,this,14
Florence,Lupin,13
Florence Levasseur,Gaston Sauverand,13
Gaston,i,13
Gaston,this,13
Monsieur Desmalions,this,13
Cosmo,Hippolyte Fauville,12
Don Luis Perenna,Monsieur,12
Marie,this,12
Marie Fauville,i,12
Don Luis,Florence Levasseur,11
Don Luis,Gaston Sauverand,11
Don Luis Perenna,Gaston Sauverand,11
Lupin,M. Valenglay,11
Chief Inspector Ancenis,Inspector Ancenis,10
Florence,Hippolyte Fauville,10
Florence,Monsieur,10
Florence Levasseur,i,10
Gaston,Mr. Cosmo Mornington,10
Gaston Sauverand,Lupin,10
M. Mazeroux,M. Weber,10
M. Weber,i,10
M. Weber,this,10
Monsieur,Monsieur Desmalions,10
Monsieur Desmalions,i,10
Edmond,Hippolyte,9
Elizabeth Roussel,i,9
Hippolyte Fauville,M. Langernault,9
M. Mazeroux,Monsieur Desmalions,9
Marie,Mr. Cosmo Mornington,9
Alexandre,i,8
Edmond,i,8
Elizabeth Roussel,Victor,8
Florence,M. Mazeroux,8
Florence,M. Weber,8
Florence,Monsieur Desmalions,8
Florence Levasseur,Gaston,8
Florence Levasseur,Lupin,8
Hippolyte,Marie,8
Hippolyte,Mr. Cosmo Mornington,8
M. Mazeroux,this,8
Cosmo,Gaston Sauverand,7
Don Luis,Mr. Cosmo Mornington,7
Don Luis Perenna,Florence,7
Don Luis Perenna,M. Weber,7
Don Luis Perenna,Monsieur Desmalions,7
Elizabeth,Elizabeth Roussel,7
Elizabeth Roussel,Mr. Cosmo Mornington,7
Florence,Jean Vernocq,7
Hippolyte,this,7
Lepertuis,i,7
M. Valenglay,Monsieur,7
M. Weber,Monsieur,7
