canonical_name,alias_name
Mr. Trevor Aamir,
Mr. Trevor Aamir,Aamir
Mr. Trevor Aamir,Mr. Aamir
Mr. Gully Roshan,
Mr. Gully Roshan,Roshan
Mr. Gully Roshan,Mr. Roshan
Mr. Gully Roshan,Gully Roshan
H. Dharmendra,
Alice Zoya,
Alice Zoya,Professor Zoya
Professor Shailesh,
Professor Shailesh,Shailesh
Miss Shailesh,
Dr. Kirti,
Dr. Kirti,Kirti
Lumbago,
Akshara,
Mercer,
August,
Ruchi,
Sahil,
Udita,
Hema,
sherlock,
holmes,
presbury,
watson,
beeches,
roy,
bennett,
edith,
morphy,
jack,
dorak,
macphail,
lowenstein,
