canonical_name,alias_name
Tina Old Place,
Lady Gryffindor Artifact,
Sir Pettigrew Leta,
Mr. Minerva Keeper,
Mr. Minerva Keeper,Mr. Keeper
Mr. Minerva Keeper,Minerva Keeper
Mr. Minerva Keeper,Mr.Minerva Keeper
School Umbridge,
School Umbridge,Umbridge
School Umbridge,Mr. Umbridge
Marauder Malfoy,
Marauder Malfoy,Mrs. Malfoy
My companion,
Tina Prince,
Tina Prince,Prince
Lady Gryffindor,
Sir Pettigrew,
Sir Pettigrew,Pettigrew
Mr. Narcissa,
Mr. Narcissa,Narcissa
Mr. Deathly,
Mr. Deathly,Deathly
Dr. Astoria,
Dr. Astoria,Astoria
Snidget,
Viktor,
Tina,
sherlock,
holmes,
watson,
merivale,
robert,
norberton,
sam,
brewer,
john,
mason,
shoscombe,
beatrice,
falder,
james,
stephens,
carrie,
evans,
sandy,
bain,
harvey,
josiah,
barnes,
norman,
hugos,
odos,
william,
denis,
norlett,
