canonical_name,alias_name
Long Nadina Silver,
L. B. Emery,
L. B. Emery,Emery
L. B. Emery,Mr. Emery
Sir Lawrence Chichesterpettigrew,
Sir Lawrence Chichesterpettigrew,Chichesterpettigrew
Sir Pedler Chichesterpettigrew,
Nadina Chichesterpettigrew,
Nadina Chichesterpettigrew,Lady Chichesterpettigrew
Sir Hampsly Pagett,
Sir Hampsly Pagett,Pagett
Sir Hampsly Pagett,Hampsly Pagett
Sir Hampsly Pagett,SIR HAMPSLY PAGETT
Stevenson Grunberg,
Stevenson Grunberg,Grunberg
Stevenson Grunberg,Mr. Grunberg
Mrs. Roos Clarence,
Mrs. Roos Clarence,Mrs. Clarence
Mrs. Roos Clarence,Mrs Roos Clarence
Rev. Milray Smuts,
Rev. Milray Smuts,Smuts
Nasby Clarence,
L (Kimberley),
Arthur Pamela,
Arthur Pamela,Pamela
Andy Laurence,
ANITA ARTHUR,
Adam Edgar,
Adam Edgar,Edgar
Adam Edgar,Mr. Edgar
Adam John,
Adam John,John
Anne Fate,
Anne Fate,Fate
Anne Fate,Mr. Fate
L Delilah,
L Delilah,Delilah
Professor Delilah,
Miss Delilah,
Guy Fate,
Adam B,
Adam B,Mr. B
Inspector Caroline,
Professor Peterson,
Miss Florence,
Mrs. Sergius,
Mrs. Edward,
Mrs. Edward,Edward
Sir Hampsly,
Sir Hampsly,Hampsly
Mrs. Nature,
Mrs. Nature,Mrs Nature
Lady Pagett,
Mrs. Emily,
Mr. Nature,
Miss Mamma,
Miss Mamma,Mamma
Paulovitch,
Desdemona,
Mr. Smuts,
Kilmorden,
Flemming,
Augustus,
Lawrence,
Loamsley,
Meadows,
Othello,
Paggett,
Miss L.,
Miss L.,Miss L
Eustace,
Suzanne,
Rayburn,
Crippen,
Meadow,
Tylman,
Nadina,
George,
Parker,
Jarvis,
Rhodes,
Marlow,
Jeanne,
Henry,
James,
Harry,
Hullo,
Nasby,
Adam,
Mary,
Roos,
Long,
Cook,
Eric,
Race,
Guy,
Lor,
Ned,
e,
beddingfeld,
papa,
carton,
butler,
blair,
chichester,
reeves,
eardsley,
lucas,
gipsy,
grey,
raphael,
raffini,
pettigrew,
god,
eve,
beira,
jane,
minks,
schwart,
pagetts,
