character1,character2,count
Count Abhay de Ritesh,De,106
Count Abhay de Ritesh,Payal,49
Count Abhay de Ritesh,Marquis,47
Chiranjeevi de la Irrfan,De,45
De,Jules-Rene-Henri de Simran,38
Chiranjeevi de la Irrfan,Mohit,37
Chiranjeevi de la Irrfan,Mohit Irrfan,37
Mohit,Mohit Irrfan,37
Payal,Shahid. Nithya,36
Saket,Shahid,34
Aunt Chiranjeevi,Tanushree,32
Abhay,Payal,31
Count Abhay de Ritesh,Marquis of Ritesh,30
Marquis,Marquis of Ritesh,30
Saket,Shahid. Tia,29
Ronit,Shahid. Nithya,27
Abhay,Tanushree,26
Abhay,Count Abhay de Ritesh,25
Alia,Payal,24
Auguste Saket Rani,Saket,24
Ronit,Saket,24
Abhay,De,22
Saket,Shahid. Nithya,22
Aunt Chiranjeevi,Chiranjeevi de la Irrfan,21
Count Abhay de Ritesh,Tanushree,21
Payal,Ronit,21
Count Abhay de Ritesh,Ronit,20
Payal,Uncle,20
Payal,Saket,19
De,Payal,18
Jules-Rene-Henri de Simran,Payal,18
Kiara,Shahid. Nithya,18
Alia,Count Abhay de Ritesh,17
Zara,Zara Pooja,17
Akshaye Vidya,Master Akshaye,16
De,Marquis,16
Kiara,Kiara Nithya,16
Kiara Nithya,Shahid. Nithya,16
Payal,Shahid,16
De,Payal de Simran,15
De,Tanushree,15
Jules-Rene-Henri de Simran,Payal de Simran,15
Payal,Payal de Simran,15
Aunt Chiranjeevi,De,14
Count Abhay de Ritesh,Jules-Rene-Henri de Simran,14
Count Abhay de Ritesh,Shahid. Nithya,14
Monsieur,Saket,12
Monsieur,Shahid,12
Shahid,Shahid. Nithya,11
Abhay,Marquis,10
Chiranjeevi de la Irrfan,Countess,10
Count Abhay de Ritesh,Shahid,10
De,Shahid,10
Master Karisma,Priyadarshan,10
Saket,Zara,10
Abhay,Nidhi,9
Aunt Chiranjeevi,Countess,9
Aunt Chiranjeevi,Mohit,9
Aunt Chiranjeevi,Mohit Irrfan,9
Count Abhay de Ritesh,Tanushree de Ritesh,9
De,Shahid. Nithya,9
De,Tanushree de Ritesh,9
Jules-Rene-Henri de Simran,Ronit,9
Parineeti,Saket,9
Ronit,Shahid,9
Tanushree,Tanushree de Ritesh,9
Abhay,Alia,8
Alia,De,8
Alia,Priyadarshan,8
Bhavesh,Bhavesh Sneha,8
Count Abhay de Ritesh,Shahid. Tia,8
Marquis,Shahid. Nithya,8
Marquis,Tanushree,8
Monsieur,Ronit,8
Priyadarshan,Saket,8
Priyadarshan,Zara Pooja,8
Saket,Zara Pooja,8
Shahid,Shahid. Tia,8
Abhay,Aunt Chiranjeevi,7
Alia,Jules-Rene-Henri de Simran,7
Chiranjeevi de la Irrfan,Count Abhay de Ritesh,7
Count Abhay de Ritesh,Marquis de Ritesh,7
Countess,De,7
De,Marquis de Ritesh,7
De,Ronit,7
Marquis,Marquis de Ritesh,7
Nidhi,Payal,7
Abhay,Chaitanya,6
Abhay,Ranveer,6
Abhay Om,Mohit,6
Abhay Om,Mohit Om,6
Akanksha Sarika,Tanushree,6
Alok,Vikrant,6
Archangel,Priyadarshan,6
Aunt Chiranjeevi,Count Abhay de Ritesh,6
Aunt Chiranjeevi,Nidhi,6
Chiranjeevi de la Irrfan,Tanushree,6
Count Abhay de Ritesh,Master Akshaye,6
Count Abhay de Ritesh,Monsieur,6
Divya,Tanushree,6
Ekta,Priyadarshan,6
Jules-Rene-Henri de Simran,Shahid,6
Madame,Tanushree,6
Mohit,Mohit Om,6
Parineeti,Zara Pooja,6
Priyadarshan,Shahid,6
Abhay,Monsieur,5
Abhay,opportunity,5
Alia,Marquis,5
Alia,Saket,5
Alia,Zara Pooja,5
Archangel,Zara Pooja,5
Aunt Chiranjeevi,Hrithik,5
Aunt Chiranjeevi,Shahid. Nithya,5
Chiranjeevi de la Irrfan,Countess de la Irrfan,5
Count Abhay de Ritesh,Mohit,5
Count Abhay de Ritesh,Mohit Irrfan,5
Count Abhay de Ritesh,Ranveer,5
Countess,Countess de la Irrfan,5
Countess,Mohit,5
Countess,Mohit Irrfan,5
Countess de la Irrfan,De,5
De,Monsieur,5
Mahesh,Tanushree,5
Marquis,Master Akshaye,5
Marquis,Payal,5
Marquis,Ronit,5
Marquis,Shahid,5
Master Akshaye,Shahid. Tia,5
Mitali Kavya,Tanushree,5
Nidhi,Tanushree,5
Parineeti,Priyadarshan,5
Ronit,Zara Pooja,5
Saket,Uncle,5
Abhay,Abhay Om,4
Abhay,Deepika,4
Abhay,Master Akshaye,4
Abhay,Niharika,4
Akshaye Vidya,Count Abhay de Ritesh,4
Akshaye Vidya,Priyadarshan,4
Alia,Ronit,4
Archangel,Saket,4
Archangel,Shahid. Tia,4
Archangel,Zara,4
Aunt Chiranjeevi,Chaitanya,4
Aunt Chiranjeevi,Kiara,4
Chaitanya,Chiranjeevi de la Irrfan,4
Chiranjeevi de la Irrfan,Shahid. Nithya,4
Count Abhay de Ritesh,Saket,4
Count Abhay de Ritesh,Uncle,4
Countess,Marquis,4
Divya,Sake,4
Drew,Shahid. Tia,4
Hrithik,Tanushree,4
Madame,Saket,4
Master Akshaye,Niharika,4
Mohit,Tanushree,4
Mohit Irrfan,Tanushree,4
Monsieur,Shahid. Nithya,4
Monsieur,Tanushree,4
Nidhi,Shahid,4
Parineeti,Ronit,4
Payal,Sameer,4
Payal,Tanushree,4
Payal,Valentin-Payal,4
Pushkar,Shahid. Nithya,4
Rahul,Shahid. Sohail,4
Ronit,Zara,4
Saket,Sameer,4
Shahid. Nithya,Tanushree,4
Shahid. Nithya,opportunity,4
Abhay,Mohit,3
Abhay,Mohit Om,3
Abhay,Ronit,3
Abhay,Saket,3
Abhay,Shahid. Nithya,3
Alia,Archangel,3
Alia,Shahid. Nithya,3
Alia,Shahid. Tia,3
Alok,Shahid. Nithya,3
Archangel,Count Abhay de Ritesh,3
Archangel,Master Karisma,3
Auguste Saket Rani,Shahid. Nithya,3
Auguste Saket Rani,Zara,3
Aunt Chiranjeevi,Divya,3
Captain Shubham,Tanushree,3
Chaitanya,Marquis,3
Chiranjeevi de la Irrfan,Marquis,3
Count,De,3
Count Abhay de Ritesh,Lakshmi,3
Count Abhay de Ritesh,Mahesh,3
Count Abhay de Ritesh,Payal de Simran,3
Countess,Kiara,3
Countess (Mrs. Rajkummar),Payal,3
De,Kiara,3
De,Kiara Nithya,3
De,Nidhi,3
De,Saket,3
Deepika,Tanushree,3
Divya,Ronit,3
Divya,Saket,3
Jules-Rene-Henri de Simran,Saket,3
Jules-Rene-Henri de Simran,Shahid. Tia,3
Master Akshaye,Shahid,3
Mitali Kavya,Old Kavya,3
Monsieur,Shahid. Tia,3
Payal,Ranveer,3
Payal,Shahid. Tia,3
Payal de Simran,Ronit,3
Priyadarshan,Shahid. Tia,3
Priyadarshan,Zara,3
Pushkar,Pushkar Nithya,3
Pushkar Nithya,Shahid. Nithya,3
Ranveer,Tanushree,3
Ronit,Uncle,3
Saajan,Saket,3
Saket,Shahid. Sohail,3
Saket,Soumya,3
Shahid,Shahid. Sohail,3
Shahid,Zara Pooja,3
Tanushree,Tom Arjun,3
Abhay,Count,2
Abhay,Lakshmi,2
Abhay,Mahesh,2
Abhay,Marquis of Ritesh,2
Abhay,Sanjeev,2
Abhay,mount,2
Abhay Om,mount,2
Akshaye Vidya,Alia,2
Alia,Drew,2
Alia,Madame,2
Alia,Marquis of Ritesh,2
Alia,Monsieur,2
Alia,Payal de Simran,2
Alia,Pushkar,2
Alia,Zara,2
Alok,Saket,2
Anil Chiranjeevi,Aunt Chiranjeevi,2
Anil Chiranjeevi,Hrithik,2
Anil Chiranjeevi,Mahesh,2
Anil Chiranjeevi,Tanushree,2
Archangel,Auguste Saket Rani,2
Archangel,Jules-Rene-Henri de Simran,2
Archangel,Michel,2
Archangel,Shahid,2
Arvind,Count Abhay de Ritesh,2
Arvind,Marquis,2
Auguste Saket Rani,Master Karisma,2
Auguste Saket Rani,Monsieur,2
Auguste Saket Rani,Priyadarshan,2
Auguste Saket Rani,Zara Pooja,2
Aunt Chiranjeevi,Mahesh,2
Aunt Chiranjeevi,Ronit,2
Bhavesh,Zara,2
Bhavesh,Zara Pooja,2
Bhavesh Sneha,Zara Pooja,2
Catherine de Tanmay,De,2
Chaitanya,Countess,2
Chaitanya,Niharika,2
Chaitanya,Payal,2
Chiranjeevi de la Irrfan,Hrithik,2
Chiranjeevi de la Irrfan,Kiara,2
Chiranjeevi de la Irrfan,Kiara Nithya,2
Chiranjeevi de la Irrfan,Madame,2
Chiranjeevi de la Irrfan,Nidhi,2
Count,Count de Commarin,2
Count Abhay de Ritesh,Nidhi,2
Count Abhay de Ritesh,Niharika,2
Count Abhay de Ritesh,Sake,2
Count Abhay de Ritesh,Sameer,2
Count Abhay de Ritesh,Zara Pooja,2
Count Abhay de Ritesh,opportunity,2
Count de Commarin,De,2
Countess,Payal,2
Countess,Tanushree,2
Countess (Mrs. Rajkummar),Payal-Valentin Rajkummar,2
De,Deepika,2
De,Hrithik,2
De,Lakshmi,2
De,Mahesh,2
De,Mohit,2
De,Mohit Irrfan,2
De,Sake,2
De,Shahid. Tia,2
De,opportunity,2
Denis,Ranjan,2
Divya,Kiara,2
Divya,Marquis,2
Divya,Monsieur,2
Drew,Monsieur,2
Drew,Saket,2
Drew,Shahid. Nithya,2
Ekta,Master Karisma,2
Ekta,Rakul,2
Ekta,Shahid,2
Evil,Marquis,2
Evil,Payal,2
Evil,Saket,2
Evil,Shahid. Nithya,2
Hrithik,Mahesh,2
James Jagdeep,Lord Sonali,2
Kiara,Sake,2
Kiara,Shahid,2
Kiara,opportunity,2
Kiara Nithya,Shahid,2
Kiara Nithya,opportunity,2
Lakshmi,Payal,2
Lakshmi,Tanushree,2
Lakshmi,Zara Pooja,2
Lakshmi,chance,2
Madame,Mohit,2
Madame,Mohit Irrfan,2
Madame,Monsieur,2
Madame,Shahid,2
Madame,Shahid. Nithya,2
Madame,Soumya,2
Mademoiselle,Uncle,2
Marquis of Ritesh,Master Akshaye,2
Marseilles,Mitali Kavya,2
Master Karisma,Saket,2
Master Karisma,Shahid,2
Master Karisma,Zara,2
Master Karisma,Zara Pooja,2
Mohit,Mohit Verberies,2
Mohit,mount,2
Mohit Om,mount,2
Monsieur,Priyadarshan,2
Nidhi,Shahid. Tia,2
Payal,Payal-Valentin Rajkummar,2
Payal,Temper,2
Payal,opportunity,2
Priyadarshan,imbecile,2
Rahul,Shahid,2
Rakul,Saket,2
Rakul,Zara,2
Ramesh Ayush,Shahid,2
Ranveer,Shahid. Nithya,2
Ronit,Sake,2
Saajan,Shahid,2
Sake,Shahid,2
Saket,Vikrant,2
Sameer,Shahid,2
Sameer,Shahid. Tia,2
Shahid,Temper,2
Shahid,Zara,2
Shahid. Nithya,Soumya,2
Shahid. Nithya,Vikrant,2
Tanushree,opportunity,2
Abhay,Abhay Anil,1
Abhay,Abhay the Fourteenth,1
Abhay,Aditya,1
Abhay,Auguste Saket Rani,1
Abhay,Dhruv,1
Abhay,Jules-Rene-Henri de Simran,1
Abhay,Madame,1
Abhay,Marquis de Ritesh,1
Abhay,Payal de Simran,1
Abhay,Sake,1
Abhay,Shahid,1
Abhay,Soumya,1
Abhay Om,Monsieur,1
Abhishek,Chiranjeevi de la Irrfan,1
Abhishek,De,1
Abir,Farhan,1
Abir,Nidhi,1
Abir,Shahid,1
Aditi,Dagny,1
Aditya,Master Akshaye,1
Akanksha Sarika,Mahesh,1
Akshara,Count,1
Akshara,chance,1
Akshaye Vidya,Bhavesh,1
Akshaye Vidya,De,1
Akshaye Vidya,Jules-Rene-Henri de Simran,1
Akshaye Vidya,Kiran,1
Akshaye Vidya,Marquis,1
Akshaye Vidya,Marquis of Ritesh,1
Akshaye Vidya,Master Karisma,1
Akshaye Vidya,Shahid,1
Akshaye Vidya,Vidya-Priyadarshan,1
Akshaye Vidya,Zara,1
Akshaye Vidya,Zara Pooja,1
Alia,Auguste Saket Rani,1
Alia,Bhavesh,1
Alia,Bhavesh Sneha,1
Alia,Countess,1
Alia,Hrithik,1
Alia,Kiran,1
Alia,Maanvi,1
Alia,Mandarine Li-Fo,1
Alia,Master Akshaye,1
Alia,Michel,1
Alia,Nidhi,1
Alia,Parineeti,1
Alia,Ranveer,1
Alia,Sake,1
Alia,Siddharth,1
Alia,Tanushree,1
Alia,chance,1
Alok,Auguste Saket Rani,1
Alok,Aunt Chiranjeevi,1
Alok,Kiara,1
Alok,Shahid,1
Amrita,Count Abhay de Ritesh,1
Amrita,Darshan,1
Archangel,De,1
Archangel,Marquis,1
Archangel,Marquis of Ritesh,1
Archangel,Saajan,1
Archangel,st,1
Arvind,Aunt Chiranjeevi,1
Arvind,Chiranjeevi de la Irrfan,1
Arvind,Countess,1
Arvind,Dhruv,1
Arvind,Marquis of Ritesh,1
Arvind,Mohit,1
Arvind,Mohit Irrfan,1
Arvind,Shahid,1
Arvind,Shahid. Nithya,1
Audibert,Count Abhay de Ritesh,1
Auguste Saket Rani,Count Abhay de Ritesh,1
Auguste Saket Rani,De,1
Auguste Saket Rani,Madame,1
Auguste Saket Rani,Nidhi,1
Auguste Saket Rani,Ronit,1
Auguste Saket Rani,Soumya,1
Auguste Saket Rani,Vikrant,1
Auguste Saket Rani,opportunity,1
Aunt Chiranjeevi,Countess de la Irrfan,1
Aunt Chiranjeevi,Dhruv,1
Aunt Chiranjeevi,Drew,1
Aunt Chiranjeevi,Kiara Nithya,1
Aunt Chiranjeevi,Lakshmi,1
Aunt Chiranjeevi,Madame,1
Aunt Chiranjeevi,Mademoiselle,1
Aunt Chiranjeevi,Marquis,1
Aunt Chiranjeevi,Mitali Kavya,1
Aunt Chiranjeevi,Sake,1
Aunt Chiranjeevi,Sanjeev,1
Aunt Chiranjeevi,Shahid,1
Aunt Chiranjeevi,Soumya,1
Aunt Chiranjeevi,Valparaiso,1
Aunt Chiranjeevi,Vikrant,1
Aunt Chiranjeevi,opportunity,1
Baron de Wortschen,Count,1
Baron de Wortschen,Count de Commarin,1
Baron de Wortschen,De,1
Baron de Wortschen,Marquis,1
Baron de Wortschen,Marquis de Sairmeuse,1
Bhavesh,Master Akshaye,1
Bhavesh,Nidhi,1
Bhavesh,Rakul,1
Bhavesh,Ranjit Sonakshi,1
Bhavesh,Ronit,1
Bhavesh,Shahid. Sohail,1
Bhavesh,Shahid. Tia,1
Bhavesh,Varsha Sneha,1
Bhavesh Sneha,Nidhi,1
Bhavesh Sneha,Rakul,1
Bhavesh Sneha,Ranjit Sonakshi,1
Bhavesh Sneha,Ronit,1
Bhavesh Sneha,Shahid. Sohail,1
Bhavesh Sneha,Varsha Sneha,1
Bhavesh Sneha,Zara,1
Camargue,Captain Shubham,1
Camargue,Marseilles,1
Camargue,Mitali Kavya,1
Camargue,Tanushree,1
Captain Shubham,Marseilles,1
Captain Shubham,Mitali Kavya,1
Captain Shubham,Tom Arjun,1
Catherine de Medici,De,1
Chaitanya,De,1
Chaitanya,Harsh,1
Chaitanya,Mohit,1
Chaitanya,Mohit Irrfan,1
Chaitanya,Shahid,1
Chaitanya,Shahid. Nithya,1
Chaitanya,Soumya,1
Chiranjeevi de la Irrfan,Dhruv,1
Chiranjeevi de la Irrfan,Divya,1
Chiranjeevi de la Irrfan,Mahesh,1
Chiranjeevi de la Irrfan,Marquis de Ritesh,1
Chiranjeevi de la Irrfan,Sake,1
Chiranjeevi de la Irrfan,Sameer,1
Chiranjeevi de la Irrfan,Shahid,1
Chitrangada,Marquis,1
Count,Count Abhay de Ritesh,1
Count,Count d'Artois,1
Count,Jules-Rene-Henri,1
Count,Jules-Rene-Henri de Simran,1
Count,Mademoiselle,1
Count,Marquis,1
Count,Marquis de Sairmeuse,1
Count,Payal,1
Count,Ranveer,1
Count,Sake,1
Count,Shahid,1
Count,Shahid. Sohail,1
Count,Soumya,1
Count,chance,1
Count,jules,1
Count Abhay de Ritesh,Countess,1
Count Abhay de Ritesh,Divya,1
Count Abhay de Ritesh,Harsh,1
Count Abhay de Ritesh,James Jagdeep,1
Count Abhay de Ritesh,Kiara,1
Count Abhay de Ritesh,Madame,1
Count Abhay de Ritesh,Michel,1
Count Abhay de Ritesh,Priyadarshan,1
Count Abhay de Ritesh,Pushkar,1
Count Abhay de Ritesh,Riddhi,1
Count Abhay de Ritesh,Robbed,1
Count Abhay de Ritesh,Sanjeev,1
Count Abhay de Ritesh,Temper,1
Count Abhay de Ritesh,Valentin-Payal,1
Count Abhay de Ritesh,Zara,1
Count de Commarin,Marquis,1
Count de Commarin,Marquis de Sairmeuse,1
Countess,Countess de Commarin,1
Countess,Hrithik,1
Countess,Lavanya,1
Countess,Mahesh,1
Countess,Nidhi,1
Countess,Princess Shailesh,1
Countess,Shahid. Nithya,1
Countess (Mrs. Rajkummar),Valentin-Payal,1
Countess (Mrs. Rajkummar),Valentin-Payal Rajkummar,1
Countess de Commarin,De,1
Countess de Commarin,Lavanya,1
Countess de Commarin,Princess Shailesh,1
Countess de la Irrfan,Hrithik,1
Countess de la Irrfan,Marquis,1
De,Henri IV.,1
De,Lavanya,1
De,Lazare,1
De,Madame,1
De,Marquis de Sairmeuse,1
De,Marquis of Ritesh,1
De,Niharika,1
De,Princess Shailesh,1
De,Priyadarshan,1
De,Pushkar,1
De,Ranveer,1
De,Robbed,1
De,Sameer,1
De,Valentin-Payal,1
De,Zara Pooja,1
Deepika,Payal,1
Deepika,Ranveer,1
Deepika,Spain,1
Dhruv,Master Akshaye,1
Dhruv,Mohit,1
Dhruv,Mohit Irrfan,1
Divya,Evil,1
Divya,Mohit,1
Divya,Mohit Irrfan,1
Divya,Payal,1
Divya,Shahid,1
Divya,Shahid. Nithya,1
Divya,Shahid. Tia,1
Drew,Marquis,1
Drew,Nidhi,1
Drew,Pushkar,1
Drew,Shahid,1
Drew,Tanushree,1
Ekta,Saket,1
Ekta,Shahid. Tia,1
Ekta,Zara,1
Ekta,chance,1
Esha,Hrithik,1
Esha,Nidhi,1
Esha,Orleans,1
Esha,Ranveer,1
Esha,Shahid,1
Evil,Madame,1
Evil,Ronit,1
Evil,Sake,1
Evil,Tanushree,1
Farhan,Nidhi,1
Farhan,Shahid,1
Fawad,Payal,1
Fawad,Saket,1
Guneet,Parineeti,1
Guneet,Shahid,1
Harsh,Mademoiselle,1
Harsh,Sake,1
Harsh,Sameer,1
Harsh,Shahid,1
Harsh,Shahid. Tia,1
Henri IV.,Jules-Rene-Henri de Simran,1
Henri IV.,Payal,1
Henri IV.,Payal de Simran,1
Henri IV.,Ronit,1
Hrithik,Monsieur,1
Hrithik,Ranveer,1
Hrithik,Sanjeev,1
Hrithik,Shahid,1
Ishaan,Rahul,1
Ishaan,Saket,1
Ishaan,Shahid,1
Ishaan,Shahid. Nithya,1
Ishaan,Shahid. Sohail,1
Ishaan,poche,1
Jules-Rene-Henri,Jules-Rene-Henri de Simran,1
Jules-Rene-Henri,Soumya,1
Jules-Rene-Henri,jules,1
Jules-Rene-Henri de Simran,Lakshmi,1
Jules-Rene-Henri de Simran,Marquis,1
Jules-Rene-Henri de Simran,Marquis of Ritesh,1
Jules-Rene-Henri de Simran,Monsieur,1
Jules-Rene-Henri de Simran,Priyadarshan,1
Jules-Rene-Henri de Simran,Siddharth,1
Jules-Rene-Henri de Simran,Soumya,1
Jules-Rene-Henri de Simran,Zara Pooja,1
Jules-Rene-Henri de Simran,jules,1
Jules-Rene-Henri de Simran,mamma,1
Kiara,Ronit,1
Kiara,Saket,1
Kiara,Vikrant,1
