node,is_victim,pagerank,victim_connection_weight,degree,strength
Anthony Isobel,0,0.0628834325972683,19,33,256.0
Avice Featherby,0,0.002125403489338504,0,1,2.0
Baree,0,0.003283454621229161,0,3,3.0
Bert Northrop,0,0.008266779048573729,0,6,11.0
Bruce,0,0.006925009174953879,0,4,17.0
Bruce Gradston,0,0.006925009174953879,0,4,17.0
By,0,0.0738608460279521,21,46,245.0
Carfax,0,0.003358227200474999,0,2,2.0
Carthoris,0,0.002054750637750559,0,2,2.0
Carthoris Brereton,0,0.03699305447877399,14,23,134.0
Chidforth,0,0.029934670113071216,1,34,47.0
Chidforth A Spillington,0,0.0584390746821396,13,33,231.0
Chidforth God,0,0.002154390577069203,0,1,1.0
Chidforth Star,0,0.009754194692095198,0,6,14.0
Cotherstone,0,0.010752688172043012,0,1,1.0
Desert Spillington,0,0.0025865393662941093,0,4,4.0
Dick Dave,0,0.005415704681697611,0,3,6.0
Ethel,0,0.003921935972710102,1,6,10.0
Ethel Albrecht,0,0.003240077495679486,0,5,7.0
Florence,0,0.0019323541030181676,0,1,1.0
Florence Gradston,0,0.013905662829849884,0,10,37.0
Frances Pettit,0,0.003250699475233894,0,2,2.0
Freckles,0,0.0035312032172207103,0,2,4.0
Gad,0,0.0018597437705564239,0,1,1.0
Gene Stratton-Porter,0,0.002125403489338504,0,1,2.0
Gifford Hamthwaite,0,0.001869153357572478,0,1,1.0
Greys,0,0.001869153357572478,0,1,1.0
Jack Christopher,0,0.0034309894852461347,0,4,4.0
James,0,0.0038548963022529085,0,4,4.0
John,0,0.008362897100831062,1,13,19.0
John Helen,0,0.012691170677195057,3,7,48.0
John Rellit,0,0.004787913595867521,1,7,11.0
King,0,0.0021462956491409314,0,1,1.0
Kitely,0,0.01335335998801375,0,9,49.0
Kitely Mallows,0,0.002307995076420819,0,3,3.0
Laddie,0,0.002330344194840575,0,2,4.0
Laddie Susan,0,0.05233221628547559,9,17,251.0
Lady Postick,0,0.002825678992612633,0,3,3.0
Leykin,0,0.01288809797670536,0,8,47.0
Leykin Rellit,0,0.03006957488370338,11,22,112.0
Mallalieu,0,0.003260451054624737,0,3,3.0
Maria Rockcliffe,0,0.0034309894852461347,0,4,4.0
Milford Mallows,0,0.06727671402362186,25,29,276.0
Moor,0,0.008694154954201566,3,10,29.0
Moor Mars,0,0.0499695776467668,8,29,189.0
Mr. Carter,0,0.0076392653550793835,0,8,26.0
Mr. Dells,0,0.01602237981216534,0,12,67.0
Mr. Dells Susan,0,0.06493307963145815,10,23,304.0
Mr. Desert,0,0.015431423237743607,2,15,49.0
Mr. Forest,0,0.004737888440864255,0,5,12.0
Mr. Gifford Spillington,0,0.0032296852856745885,1,5,6.0
Mr. Harborough,0,0.007158908930309883,0,7,15.0
Mr. Jacobs,1,0.04035461419040286,0,26,160.0
Mr. Myler,0,0.0027333006868186984,0,3,4.0
Mr. Pilboody,0,0.007506159993054575,1,10,23.0
Mr. Stoner,0,0.005725285724415173,0,5,14.0
Mrs. Forester,0,0.004695295040700767,0,5,14.0
Ohalloran,0,0.0025286469933450406,0,2,2.0
Pett Bent,0,0.003250699475233894,0,2,2.0
Popsie,0,0.0053679883908023,0,7,13.0
Popsie Rellit,0,0.004391807625358788,0,4,10.0
Rogers,0,0.01568194519229628,5,12,54.0
Smith,0,0.0039041055453192582,0,3,3.0
Snare,0,0.0035312032172207103,0,2,4.0
Strattonporter Stilman,0,0.012467076839024458,3,7,47.0
Susan Martin,0,0.0020226295388748637,0,2,2.0
Tallington,0,0.001869153357572478,0,1,1.0
Tars,0,0.0020822135494841377,0,1,2.0
Thuvia,0,0.004993224173518214,1,7,15.0
Wraye,0,0.0020185537299484495,0,1,1.0
Wraythwaite Gill,0,0.005415704681697611,0,3,6.0
Zane,0,0.007311193183631118,0,10,11.0
Zane Grey,0,0.004477848205084144,0,4,5.0
barclays,0,0.004295842856368348,0,6,7.0
chance,0,0.006163960366768263,0,10,14.0
esquire,0,0.002410640708835229,0,2,2.0
fletcher,0,0.007620165685853259,0,7,11.0
greatheart,0,0.0024220880853122262,0,2,2.0
h,0,0.0021804083690556584,0,3,3.0
issus,0,0.010752688172043012,0,1,1.0
joseph,0,0.004853979438801205,0,5,5.0
m,0,0.007596550595246575,1,13,23.0
mark,0,0.0051019499003983485,2,10,13.0
mayor,0,0.005260088649214998,0,9,10.0
mors,0,0.0018272814774778563,1,1,1.0
north,0,0.0036237107908270536,0,7,8.0
plum,0,0.006274939659844265,0,8,10.0
stilby,0,0.002154390577069203,0,1,1.0
stop,0,0.0048824901406967726,0,5,10.0
tardos,0,0.002770673841958853,0,5,5.0
thor,0,0.002154390577069203,0,1,1.0
w,0,0.0020835316092438824,1,2,2.0
wood,0,0.006857015293618853,2,11,23.0
