canonical_name,alias_name
Miss Kiran Shafaq,
Miss Kiran Shafaq,Shafaq
Miss Kiran Shafaq,Miss Shafaq
Miss Kiran Shafaq,Kiran Shafaq
Miss Kiran Shafaq,Kirin Shafaq
Kuldeep Ranbir,
Kuldeep Ranbir,Ranbir
General Irrfan,
Meenal Shafaq,
Susan Shafaq,
Kavita Ronit,
Kavita Ronit,Ronit
Kavita Ronit,Mr. Ronit
Rahul Varsha,
Sagar Ronit,
Rajeev Neha,
Rajeev Neha,Neha
G. Manisha,
G. Manisha,Manisha
G. Manisha,Mr. Manisha
Inspector Akshara,
Inspector Akshara,Akshara
Miss Meenal,
Tanushree,
Kuldeep,
Rajeev,
Kiran,
Gully,
Sagar,
Amol,
Tabu,
Om,
sherlock,
holmes,
watson,
poe,
gordon,
henry,
beecher,
cushing,
lestrade,
s,
sarah,
mary,
browner,
jim,
paganini,
browners,
algar,
james,
aldridge,
montgomery,
alec,
fairbairn,
