canonical_name,alias_name
Mr. Pietro Lestrade,
Mr. Pietro Lestrade,Lestrade
Mr. Pietro Lestrade,Mr. Lestrade
Mr. Pietro Lestrade,Pietro Lestrade
Mr. Sandeford Jove,
Mr. Sandeford Jove,Sandeford Jove
Mr. Josiah Horace,
Mr. Josiah Horace,Horace
Mr. Josiah Horace,Mr. Horace
Mr. Josiah Horace,Josiah Horace
Mr. Holmes Hill,
George Harding,
George Harding,Harding
Venucci Morse,
Colonna Morse,
Mr. Napoleon,
Mr. Napoleon,Napoleon
Dr. Lucretia,
Dr. Lucretia,Lucretia
Dr. Saffron,
Dr. Saffron,Saffron
Mr. Devine,
Mr. Devine,Devine
Mr. Brown,
Barnicot,
Sherlock,
Colonna,
Hudson,
Harker,
Beppo,
watson,
