char_id,name,story_title,is_victim
1,Abernetty,The Adventure of the Six Napoleons,0
2,Barnicot,The Adventure of the Six Napoleons,1
3,Barnicot the First,The Adventure of the Six Napoleons,1
4,Beppo,The Adventure of the Six Napoleons,0
5,Colonna,The Adventure of the Six Napoleons,1
6,Colonna Morse,The Adventure of the Six Napoleons,1
7,Devine,The Adventure of the Six Napoleons,0
8,Devine Brothers,The Adventure of the Six Napoleons,0
9,Dr. Lucretia,The Adventure of the Six Napoleons,1
10,Dr. Saffron,The Adventure of the Six Napoleons,0
11,Gelder,The Adventure of the Six Napoleons,0
12,Gelder & Co.,The Adventure of the Six Napoleons,0
13,George Harding,The Adventure of the Six Napoleons,0
14,Harding,The Adventure of the Six Napoleons,0
15,Harker,The Adventure of the Six Napoleons,1
16,Horace,The Adventure of the Six Napoleons,1
17,Hudson,The Adventure of the Six Napoleons,0
18,I,The Adventure of the Six Napoleons,0
19,Josiah Horace,The Adventure of the Six Napoleons,1
20,Lestrade,The Adventure of the Six Napoleons,0
21,Lucretia,The Adventure of the Six Napoleons,0
22,Mr. Brown,The Adventure of the Six Napoleons,0
23,Mr. Devine,The Adventure of the Six Napoleons,0
24,Mr. Holmes Hill,The Adventure of the Six Napoleons,0
25,Mr. Horace,The Adventure of the Six Napoleons,0
26,Mr. Josiah Horace,The Adventure of the Six Napoleons,1
27,Mr. Lestrade,The Adventure of the Six Napoleons,0
28,Mr. Napoleon,The Adventure of the Six Napoleons,0
29,Mr. Pietro Lestrade,The Adventure of the Six Napoleons,0
30,Mr. Sandeford Jove,The Adventure of the Six Napoleons,0
31,Napoleon,The Adventure of the Six Napoleons,1
32,Pietro Lestrade,The Adventure of the Six Napoleons,0
33,Saffron,The Adventure of the Six Napoleons,0
34,Sandeford Jove,The Adventure of the Six Napoleons,0
35,Sherlock,The Adventure of the Six Napoleons,0
36,The Press,The Adventure of the Six Napoleons,0
37,Venucci Morse,The Adventure of the Six Napoleons,0
38,the fellow,The Adventure of the Six Napoleons,1
