canonical_name,alias_name
Mr. Kareena Ronak,
Mr. Kareena Ronak,Ronak
Mrs. Gully Neha,
Mrs. Gully Neha,Gully Neha
General Hrithik,
General Hrithik,Hrithik
Colonel Guneet,
Colonel Guneet,Guneet
Colonel Guneet,Mrs. Guneet
Lakshmi Ronak,
Vishal Guneet,
Ramesh Roshan,
Ramesh Roshan,Roshan
Aadil Divya,
Major Alok,
Miss Shilpa,
Miss Shilpa,Shilpa
Niharika,
Sidharth,
Barclays,
Sonakshi,
Kareena,
Chandni,
Colonel,
Amrita,
Vishal,
Navya,
Gully,
Jaya,
Anil,
sherlock,
holmes,
watson,
jackson,
barclay,
james,
nancy,
devoy,
murphy,
morrison,
jane,
stewart,
david,
henry,
wood,
simpson,
neill,
bhurtee,
harry,
teddy,
uriah,
bathsheba,
samuel,
