canonical_name,alias_name
Mr. Robert Ferguson,
Mr. Robert Ferguson,Ferguson
Mr. Robert Ferguson,Mr Ferguson
Mr. Robert Ferguson,Mr. Ferguson
Mr. Robert Ferguson,ROBERT FERGUSON
Mr. Robert Ferguson,Robert Ferguson
SHERLOCK HOLMES,
SHERLOCK HOLMES,Holmes
SHERLOCK HOLMES,Mr. Holmes
Matilda Briggs,
Bob Ferguson,
Victor Lynch,
Dr. Watson,
Dr. Watson,WATSON
Dr. Watson,Watson
Vanderbilt,
Mrs. Mason,
Mrs. Mason,Mason
Cheeseman,
Vittoria,
Dolores,
Michael,
Harvey,
Odley,
Vigor,
Carlo,
Jacky,
Jack,
Bob,
morrison,
dodd,
hammersmith,
lamberley,
god,
