canonical_name,alias_name
Henry Ward Portkey,
Sir Peverell Fantastic,
Diagon Hufflepuff,
Miss S. Karkaroff,
Miss S. Karkaroff,Karkaroff
Miss S. Karkaroff,Miss Karkaroff
Malfoy Karkaroff,
Crimes Flitwick,
Crimes Flitwick,Flitwick
Mrs. Flitwick,
Mr. Flitwick,
Aberforth Barty,
Aberforth Barty,Barty
Aberforth Barty,Mr. Barty
General Diggory,
James Flitwick,
Padfoot Veela,
Arthur Errol,
Inspector Find,
Miss Malfoy,
Miss Malfoy,Malfoy
Lestrange,
Dungbomb,
Padfoot,
Quaffle,
Crimes,
George,
Oliver,
Viktor,
Ginny,
Rubeus,
Acromantula,
Merope,
Chaser,
Them,
Firebolt,
Kreacher,
Slughorn,
Tom,
Ron,
Hippogriff,
Beasts,
Lee,
Cursed,
Katie,
Longbottom,
Binns,
Black,
Halfblood,
Umbridge,
McGonagall,
