character1,character2,count
Mr. Paltrow Cyndi,Paltrow,65
Dinklage,Mr. Dinklage Teller,43
Mr. Dinklage Teller,Woodley,39
Mr. Dinklage Teller,Woodley Teller,37
Woodley,Woodley Teller,37
Sheen,Sheen Dreyfuss,31
Washington,Washington Glover,19
Mr. Dinklage Teller,Mr. Miller,17
Mr. Dinklage Teller,Mr. Miller Teller,16
Mr. Miller,Mr. Miller Teller,16
Mr. Paltrow Cyndi,Washington Glover,13
Dinklage,Thompson Tyrese,12
Dinklage,Washington Glover,11
Mr. Paltrow Cyndi,Sheen Dreyfuss,9
Thompson Tyrese,Washington Glover,9
Mr. Paltrow Cyndi,Woodley,8
Sir Cher,Sir Cher Calloway,8
Dinklage,Mr. Miller,7
Dinklage,Mr. Paltrow Cyndi,7
Dinklage,Woodley,7
Gable O'hara,Thompson Tyrese,7
Dreyfuss Roberts,Sheen Dreyfuss,6
Mr. Miller,Sheen Dreyfuss,6
Mr. Miller,Thompson Tyrese,6
Mr. Paltrow Cyndi,Washington,6
Paltrow,Washington Glover,6
Sheen Wilkins,Thompson Tyrese,6
Delaney,Deschanel,5
Gable O'hara,Ziegler,5
Hall,Mr. Paltrow Cyndi,5
Mr. Dinklage Teller,Sheen Dreyfuss,5
Mr. Paltrow Cyndi,Thompson Tyrese,5
Bradbury,Sheen Dreyfuss,4
Dinklage,Dr. Mullen,4
Dinklage,Hall,4
Dinklage,Paltrow,4
Dinklage,Sheen Dreyfuss,4
Dr. Mullen,Thompson Tyrese,4
Mr. Dinklage Teller,Thompson Tyrese,4
Sheen Dreyfuss,Thompson Tyrese,4
Thompson Tyrese,Ziegler,4
Deschanel,Dinklage,3
Dinklage,Mr. Ice,3
Dinklage,Mr. Winfrey,3
Lady Zane,Mr. Paltrow Cyndi,3
Mr. Dinklage Teller,Mr. Paltrow Cyndi,3
Mr. Dinklage Teller,Sheen,3
Mr. Miller,Mr. Paltrow Cyndi,3
Mr. Miller,Paltrow,3
Mr. Paltrow Cyndi,Sheen,3
Paltrow,Washington,3
Paltrow,Woodley,3
Sheen Dreyfuss,Woodley,3
Thompson,Thompson Tyrese,3
Thompson Tyrese,Washington,3
Adams,Dinklage,2
Choi,Mr. Paltrow Cyndi,2
Delaney,Mccarthy,2
Deschanel,Norton,2
Dickinson,Mr. Dinklage Teller,2
Dinklage,Mr. Miller Teller,2
Dinklage,Sheen Wilkins,2
Dr. Mullen,Mr. Miller,2
Hall,Mr. Dinklage Teller,2
Hall,Sheen Wilkins,2
Hall,Thompson Tyrese,2
Lady Zane,Thompson Tyrese,2
Mccarthy,Mr. Ice,2
Mccarthy,Mr. Paltrow Cyndi,2
Mccarthy,Thompson Tyrese,2
Mccarthy,Woodley,2
Mr. Dinklage Teller,Mr. Ice,2
Mr. Miller,Sheen,2
Mr. Miller,Woodley,2
Mr. Paltrow Cyndi,Sheen Wilkins,2
Mrs. Schumer,Woodley,2
Paltrow,Thompson Tyrese,2
Sheen Dreyfuss,Washington Glover,2
Sheen Dreyfuss,Woodley Teller,2
Thompson Tyrese,Woodley,2
Adams,Mr. Paltrow Cyndi,1
Adams,Paltrow,1
Aniston,Lady Zane,1
Bruce O'hara,Gable O'hara,1
Caplan,Dr. Hathaway,1
Choi,Dinklage,1
Choi,Mr. Dinklage Teller,1
Choi,Mrs. Schumer,1
Choi,Paltrow,1
Choi,Sheen Dreyfuss,1
Choi,Washington,1
Choi,Washington Glover,1
Delaney,Rourke Kendrick,1
Deschanel,Sheen Wilkins,1
Deschanel,Thompson Tyrese,1
Dickinson,Mr. Leto',1
Dickinson,Mr. Miller,1
Dickinson,Mr. Miller Teller,1
Dinklage,Dreyfuss Roberts,1
Dinklage,Gable O'hara,1
Dinklage,Mccarthy,1
Dinklage,Mrs. Schumer,1
Dinklage,Sheen,1
Dinklage,Sir Cher,1
Dinklage,Washington,1
Dinklage,Woodley Teller,1
Dr. Hathaway,Dr. Mullen,1
Dr. Mullen,Hall,1
Dr. Mullen,Mccarthy,1
Dr. Mullen,Mr. Paltrow Cyndi,1
Dr. Mullen,Woodley,1
Dreyfuss Roberts,Lady Zane,1
Dreyfuss Roberts,Mr. Winfrey,1
Dreyfuss Roberts,Thompson Tyrese,1
Gable O'hara,Mccarthy,1
Hall,Mr. Bean,1
Hall,Sheen,1
Hall,Sheen Dreyfuss,1
Hall,Washington Glover,1
Hall,Woodley,1
Hall,Woodley Teller,1
Harrelson,Lady Zane,1
Knightley Gere,Mccarthy,1
Lady Zane,Mr. Dinklage Teller,1
Lady Zane,Mr. Ice,1
Lady Zane,Mr. Miller,1
Lady Zane,Sheen Dreyfuss,1
Mccarthy,Paltrow,1
Mccarthy,Rourke Kendrick,1
Mccarthy,Washington,1
Mr. Bean,Woodley,1
Mr. Dinklage Teller,Mrs. Schumer,1
Mr. Dinklage Teller,Washington Glover,1
Mr. Miller,Mr. Winfrey,1
Mr. Miller,Sheen Wilkins,1
Mr. Miller,Woodley Teller,1
Mr. Paltrow Cyndi,Woodley Teller,1
Mr. Paltrow Cyndi,Ziegler,1
Mr. Winfrey,Washington Glover,1
Mrs. Schumer,Sheen Dreyfuss,1
Mrs. Schumer,Washington,1
Mrs. Schumer,Washington Glover,1
Perry,Washington Glover,1
Sheen,Sheen Wilkins,1
Sheen Dreyfuss,Washington,1
Sir Cher,Thompson Tyrese,1
Thompson Tyrese,Woodley Teller,1
Washington Glover,Woodley,1
