character1,character2,count
Beckham,Miss Beckham Bruce,5
Beckham,s,5
G. Chappelle,James Brolin,5
Beckham,Roberts,4
Belfast,Miss Beckham Bruce,3
Mendes,Mendes Young,3
Roberts,s,3
Barbra Bergman,Bergman Barbra,2
Beckham,Belfast,2
James Brolin,Miss Beckham Bruce,2
James Brolin,s,2
Mendes Young,s,2
Miss Beckham Bruce,s,2
Bateman,Beckham,1
Beckham,Bergman Barbra,1
Beckham,Mendes Young,1
Belfast,Mendes Young,1
Belfast,s,1
Bergman Barbra,Roberts,1
Hall Young,Mendes Young,1
Harrelson,James Brolin,1
Harrelson,s,1
Mendes,Roberts,1
Miss Beckham Bruce,Miss Susan Bruce,1
Miss Beckham Bruce,Shyamalan,1
