character1,character2,count
Mrs. And,Tina Pettigrew,168
Alley Quirrell,Mrs. And,129
Mrs. And,Them,89
Mr. Luna Keeper,Mrs. And,83
Buckbeak Black,Mrs. And,65
Mrs. And,Where,40
Cursed,Quibbler,32
Mr. Luna Keeper,Tina Pettigrew,32
Mr. Niffler,Mrs. And,31
Grindelwald,Mrs. And,24
Mrs. And,Sir Animagus,20
Cursed,Mrs. And,18
Alley Quirrell,Buckbeak Black,17
Alley Quirrell,Mr. Luna Keeper,17
Hat,Mrs. And,17
Mrs. And,Quibbler,16
Alley Quirrell,Tina Pettigrew,15
Them,Tina Pettigrew,15
Tina Pettigrew,Where,13
Find,Mrs. And,12
Merope,Mrs. And,12
Alley Quirrell,Them,11
Grindelwald,Tina Pettigrew,10
Mr. Niffler,Tina Pettigrew,10
Mrs. And,Peverell Binns,10
Azkaban,Tina Pettigrew,8
Buckbeak Black,Them,8
Mrs. And,Tina,7
Mrs. Pettigrew,Tina Pettigrew,7
Peverell,Peverell Binns,7
Alley Quirrell,Sir Animagus,6
Hat,Tina Pettigrew,6
Inspector Portkey,Mrs. And,6
Peverell Binns,Tina Pettigrew,6
Alley Quirrell,Inspector Portkey,5
Alley Quirrell,Where,5
Buckbeak Black,Hat,5
Buckbeak Black,Mr. Luna Keeper,5
Dr. Crumplehorn,Mrs. And,5
Mr. Umbridge,Mrs. And,5
Sir Animagus,Sir Animagus Nymphadora,5
Them,Where,5
Azkaban,Mrs. And,4
Child,Mrs. And,4
Find,Tina Pettigrew,4
Molly,Mrs. And,4
Mr. Luna Keeper,Them,4
Mr. Luna Keeper,Where,4
Mrs. And,Order,4
Quibbler,Tina Pettigrew,4
Sir Animagus,Tina Pettigrew,4
Tina,Tina Pettigrew,4
Alley Quirrell,Mr. Niffler,3
Buckbeak Black,Tina Pettigrew,3
Cursed,Tina Pettigrew,3
Grindelwald,Mr. Luna Keeper,3
Mr. Luna Keeper,Mrs. Pettigrew,3
Mrs. And,Mrs. Pettigrew,3
Mrs. And,Peverell,3
Mrs. And,School,3
Alley Quirrell,Tina,2
Azkaban,Sir Animagus,2
Bludger,Mr. Umbridge,2
Bludger,Mrs. And,2
Bludger,Sir Animagus,2
Buckbeak Black,Find,2
Buckbeak Black,Where,2
Child,Tina,2
Cursed,Where,2
Diggory,Mrs. And,2
Dursley,Mrs. And,2
Find,Them,2
Find,Where,2
Fluffy,Them,2
Grindelwald,Hat,2
Grindelwald,Mr. Niffler,2
Grindelwald,Mrs. Pettigrew,2
Howler,Mrs. And,2
Merope,Tina Pettigrew,2
Molly,Sir Animagus,2
Mr. Krum,Mrs. And,2
Mr. Luna Keeper,Mr. Niffler,2
Mr. Luna Keeper,Peverell Binns,2
Mr. Luna Keeper,Quibbler,2
Mr. Umbridge,Sir Animagus,2
Mrs. And,Parvati,2
Mrs. And,Professor Basilisk,2
Mrs. And,Secrets,2
Mrs. Pettigrew,Where,2
Peverell,Tina Pettigrew,2
Peverell,Where,2
Peverell Binns,Where,2
Quibbler,Where,2
Sir Animagus,Where,2
Alley Quirrell,Cursed,1
Alley Quirrell,Dobby,1
Alley Quirrell,Find,1
Alley Quirrell,Fleur,1
Alley Quirrell,Grindelwald,1
Alley Quirrell,Howler,1
Alley Quirrell,Invisibility,1
Alley Quirrell,Merope,1
Alley Quirrell,Quibbler,1
Alley Quirrell,Sir Animagus Nymphadora,1
Alley Quirrell,Sorting,1
Azkaban,Mr. Luna Keeper,1
Bludger,Merope,1
Broomstick,Child,1
Buckbeak Black,Goblet,1
Buckbeak Black,Grindelwald,1
Buckbeak Black,Inspector Portkey,1
Buckbeak Black,Merope,1
Buckbeak Black,Mr. Niffler,1
Centaur,Hogsmeade,1
Centaur,Mrs. And,1
Centaur,Sir Animagus,1
Child,Luna Queenie,1
Child,Mr. Luna Keeper,1
Child,Mr. Niffler,1
Colin,Peverell Binns,1
Colin,Secrets,1
Cursed,Merope,1
