canonical_name,alias_name
Sir Animagus Nymphadora,
Sir Animagus Nymphadora,Nymphadora
Mr. Luna Keeper,
Mr. Luna Keeper,Keeper
Mr. Luna Keeper,Mr Keeper
Mr. Luna Keeper,Mr. Keeper
Mr. Luna Keeper,Luna Keeper
Buckbeak Black,
Buckbeak Black,Black
Buckbeak Black,Mr Black
Buckbeak Black,Mr. Black
Alley Quirrell,
Alley Quirrell,Quirrell
Alley Quirrell,Mr Quirrell
Alley Quirrell,Mr. Quirrell
Tina Pettigrew,
Tina Pettigrew,Pettigrew
Mrs. Pettigrew,
Mrs. Pettigrew,Mrs Pettigrew
Mr. Pettigrew,
Mr. Pettigrew,Mr Pettigrew
Peverell Binns,
Peverell Binns,Binns
Ron Karkaroff,
Luna Queenie,
Leta Prince,
Luna Beasts,
Professor Basilisk,
Inspector Portkey,
Inspector Portkey,Portkey
Dr. Crumplehorn,
Dr. Crumplehorn,Dr Crumplehorn
Dr. Credence,
Mr. Umbridge,
Mr. Umbridge,Umbridge
Sir Animagus,
Miss Fawkes,
Miss Fawkes,Fawkes
Grindelwald,
Mr. Portkey,
Mr. Niffler,
Mr. Niffler,Niffler
Mr. Niffler,Mr Niffler
Longbottom,
Mr. Eileen,
Triwizard,
Peverell,
Flitwick,
Mrs. And,
Mrs. And,And
Scorpius,
Gilderoy,
Mr. Krum,
Mr. Krum,Krum
Bludger,
Phoenix,
Diggory,
Parvati,
Boggart,
Merope,
School,
Riddle,
Hagrid,
Howler,
Draco',
Fleur,
Ginny,
Veela,
Teddy,
Dobby,
Molly,
Tina,
Hat,
Seeker,
Fudge,
Nimbus,
Wizarding,
Ollivander,
Azkaban,
Wizardry,
Padma,
Wormtail,
Bathilda,
Narcissa,
Pomona,
Goblet,
Hogsmeade,
Centaur,
Tournament,
Where,
Them,
Fluffy,
Fantastic,
Weasley's,
Order,
Bones,
Manticore,
Colin,
Secrets,
Fenrir,
Graphorn,
Broomstick,
Child,
Invisibility,
Halfblood,
Malfoy,
Newt,
James,
Cursed,
Quibbler,
Map,
Deathly,
Lily,
Potion,
Witchcraft,
Cedric,
Find,
Kreacher,
Dursley,
Sorting,
Lee,
Platform,
Chudley,
Regulus,
Mandrake,
