character1,character2,count
Malfoy Harry,and,20
Albus,and,14
Them Dungbomb,and,10
Albus,Albus Harry,7
Albus,Malfoy Harry,7
Albus Harry,Malfoy Harry,7
Dursley,and,7
Thestral,and,6
Albus Harry,and,5
Where,and,5
Malfoy,and,4
Malfoy Harry,Thestral,4
Snitch,and,4
Albus,Thestral,3
Dursley,Where,3
Malfoy,Malfoy Harry,3
Katie,Snitch,2
Katie,and,2
Sir Fleur Sorting,and,2
Them Dungbomb,Where,2
Tonks,and,2
Albus,Dursley,1
Albus,Malfoy,1
Albus,Them Dungbomb,1
Albus Harry,Dursley,1
Albus Harry,Malfoy,1
Albus Harry,Thestral,1
Arthur,Tonks,1
Dursley,Malfoy Harry,1
Dursley,Quirrell Peeves,1
Dursley,Secrets,1
Dursley,Them Dungbomb,1
Fawkes,Platform,1
Malfoy,Thestral,1
Malfoy Harry,Tonks,1
Malfoy Harry,Where,1
Miss Diggory Karkaroff,and,1
Mr. Fenrir Rubeus,and,1
Niffler,Them Dungbomb,1
Quirrell Peeves,Secrets,1
Quirrell Peeves,Where,1
Quirrell Peeves,and,1
Secrets,Where,1
Secrets,and,1
Thestral,Where,1
