character1,character2,count
Mr. Katie Teddy,and,153
Express Boggart,Weasley,90
Express Boggart,Weasley Boggart,90
Weasley,Weasley Boggart,90
Express Boggart,and,58
Mr. Kreacher,and,56
Weasley,and,54
Krum Rose,and,38
Miss Potion,Potion Bowtruckle,35
Mr. Portkey,and,35
Superintendent Grindelwald,and,33
Weasley Boggart,and,30
Where,and,25
Express,and,21
Lady Diggory,Miss Potion Bowtruckle Diggory,20
Miss Potion Bowtruckle Diggory,and,19
Express Boggart,Mr. Katie Teddy,13
Hat,and,13
Mr. Katie Teddy,Mr. Kreacher,12
Vernon,and,12
Krum Rose,Mr. Katie Teddy,11
Miss Potion,and,11
Mr. Katie Teddy,Mr. Portkey,11
Potion Bowtruckle,and,11
Express,Express Boggart,10
Find,and,10
Padma,and,10
Miss Potion Bowtruckle Diggory,Potion Bowtruckle,8
Mr. Katie Teddy,Weasley,8
Mr. Katie Teddy,Where,8
Lady Diggory,and,7
Miss Cursed,and,7
Miss Potion,Miss Potion Bowtruckle Diggory,7
Mr. Kreacher,Superintendent Grindelwald,7
Krum Rose,Weasley,6
Mandrake,and,6
Express,Mr. Katie Teddy,5
Express Boggart,Mr. Kreacher,5
Mr. Katie Teddy,Superintendent Grindelwald,5
Rose Krum,and,5
Express Boggart,Krum Rose,4
Find,Mr. Kreacher,4
Miss Potion Bowtruckle Diggory,Mr. Katie Teddy,4
Mr. Katie Teddy,Weasley Boggart,4
Mr. Kreacher,Weasley,4
Neville,and,4
Bludger Tina,Mandrake,3
Bludger Tina,and,3
George,and,3
Krum Rose,Weasley Boggart,3
Mandrake,Mr. Katie Teddy,3
Miss Potion,Mr. Kreacher,3
Mr. Katie Teddy,Padma,3
Mr. Katie Teddy,Vernon,3
Mr. Kreacher,Weasley Boggart,3
Mrs. Arthur,and,3
Andromeda,Pettigrew,2
Barty,Miss Potion Bowtruckle Diggory,2
Barty,Sir Barty Diggory,2
Barty,and,2
Bowtruckle Astoria,Potion Bowtruckle,2
Express,Where,2
Express Boggart,Find,2
Express Boggart,Padma,2
Express Boggart,Superintendent Grindelwald,2
Hat,Krum Rose,2
Hat,Mr. Katie Teddy,2
Karkaroff,and,2
Krum Rose,Mr. Kreacher,2
Lady Diggory,Mr. Katie Teddy,2
Miss Cursed,Miss Potion Bowtruckle Diggory,2
Miss Cursed,Mr. Katie Teddy,2
Miss Cursed,Where,2
Miss Potion,Mr. Katie Teddy,2
Miss Potion,Where,2
Miss Potion Bowtruckle Diggory,Sir Barty Diggory,2
Mr. Katie Teddy,Potion Bowtruckle,2
Mr. Kreacher,Potion Bowtruckle,2
Mr. Kreacher,Rose Krum,2
Mr. Kreacher,Where,2
Padma,Weasley,2
Padma,Weasley Boggart,2
Potion Bowtruckle,Where,2
Superintendent Grindelwald,Where,2
Aberforth Nimbus,Ollivander,1
Aberforth Nimbus,and,1
Alley,Mr. Katie Teddy,1
Alley,Mr. Kreacher,1
Alley,Superintendent Grindelwald,1
Andromeda,and,1
Bludger Tina,George,1
Bludger Tina,Sprout Ron,1
Bowtruckle Astoria,and,1
Broomstick,Krum Rose,1
Broomstick,Mr. Katie Teddy,1
Broomstick,Padfoot,1
Broomstick,and,1
Cedric,Scorpius,1
Cedric,and,1
Dennis Longbottom,and,1
Dobby,Mr. Katie Teddy,1
Dobby,Mr. Portkey,1
Dobby,and,1
Express,Krum Rose,1
Express,Weasley,1
Express Boggart,Lady Diggory,1
Express Boggart,Mandrake,1
Express Boggart,Miss Potion Bowtruckle Diggory,1
Express Boggart,Rose Krum,1
Express Boggart,Where,1
Fawkes,and,1
Find,Mr. Katie Teddy,1
Find,Mr. Portkey,1
Find,Weasley,1
Find,Weasley Boggart,1
George,Mr. Katie Teddy,1
Gilderoy Hallows,Mr. Katie Teddy,1
Gilderoy Hallows,and,1
Harry,and,1
Hat,Mr. Kreacher,1
Hat,Where,1
Invisibility,Lady Diggory,1
Invisibility,Miss Potion Bowtruckle Diggory,1
Jacob,Mr. Katie Teddy,1
Krum Rose,Mr. Portkey,1
Krum Rose,Neville,1
Krum Rose,Padfoot,1
Krum Rose,Superintendent Grindelwald,1
Lestrange Umbridge,Wormtail,1
Lestrange Umbridge,Wormtail Umbridge,1
Lestrange Umbridge,and,1
Luna,Mr. Kreacher,1
Mandrake,Vernon,1
Marauder,and,1
Miss Cursed,Mr. Portkey,1
Miss Potion,Mrs. Arthur,1
Miss Potion,Narcissa,1
Miss Potion Bowtruckle Diggory,Mr. Kreacher,1
Miss Potion Bowtruckle Diggory,Narcissa,1
Mr. Katie Teddy,Padfoot,1
Mr. Katie Teddy,Weasley's,1
Mr. Kreacher,Mr. Portkey,1
Mr. Kreacher,Mrs. Arthur,1
Mr. Portkey,Neville,1
Mrs. Arthur,Potion Bowtruckle,1
Mrs. Arthur,Superintendent Grindelwald,1
Narcissa,Potion Bowtruckle,1
Narcissa,and,1
Ollivander,and,1
Padfoot,and,1
Padma,Superintendent Grindelwald,1
Padma,Where,1
Pettigrew,and,1
Petunia,and,1
Scorpius,and,1
Sir Barty Diggory,and,1
Weasley,Weasley's,1
Weasley's,and,1
Wormtail,Wormtail Umbridge,1
Wormtail,and,1
