canonical_name,alias_name
William Williams,
William James,
William James,James
M. J.,
Inspector Sugg,
_Cummings_,
_Cummings_,Cummings
_Bunter_,
_Bunter_,Bunter
Sherlock,
George,
Impey,
tim,
lindell,
thipps,
dorothy,
sayers,
brothers,
jim,
peter,
d,
s,
wimsey,
throgmorton,
holmes,
alfred,
mother,
gladys,
julian,
freke,
god,
jove,
harold,
skimpole,
jacob,
esau,
worthington,
hullo,
parker,
ralph,
brocklebury,
gin,
caroline,
mansions,
reuben,
levy,
adolf,
beck,
john,
smith,
anderson,
biggs,
glaister,
dixon,
mann,
thingumtight,
scarlatti,
tut,
attenbury,
aristotle,
cawthorn,
appledore,
theophilus,
cat,
horrocks,
pancras,
christine,
ford,
simons,
mainwaring,
watson,
pemming,
price,
mabel,
graves,
fords,
rachel,
freddy,
arbuthnot,
milligan,
mamma,
denver,
constantine,
scoot,
munns,
bach,
erith,
apollonios,
rhodiosc,
tom,
annie,
crimplesham,
wicks,
pipsey,
snupshed,
victoria,
crimpleshamx,
simpson,
dewsbury,
jabez,
wort,
goldberg,
skriner,
corots,
augustus,
gruyere,
gorgonzola,
philpots,
evensong,
alf,
glaziers,
georgiana,
coroner,
morris,
grimbold,
watts,
leon,
kestrel,
swaffham,
tommy,
frayle,
wal,
gerald,
shakespeare,
boccaccio,
dante,
odsbodikins,
poggleton,
freemantle,
conybeare,
robertson,
drews,
balham,
david,
gryllingham,
edward,
ams,
charles,
andrew,
mackenzie,
frederick,
villar,
villars,
napoleon,
mervyn,
soames,
moriarty,
jerry,
thomas,
piggott,
pringle,
cunningham,
socrates,
henty,
fenimore,
cooper,
scotchman,
raffles,
wintrington,
natasha,
hodges,
levett,
bill,
wingate,
colegrove,
lucy,
henry,
wainwright,
michael,
finsbury,
stevenson,
bentley,
p,
colomb,
spencer,
rhodios,
lorenzobodi,
alopa,
firenze,
campbell,
palmer,
