canonical_name,alias_name
Mr. Chaitanya Ronit,
Mr. Chaitanya Ronit,Ronit
Mr. Sanjeev Shubham,
Mr. Sanjeev Shubham,Sanjeev Shubham
Shalu Siddharth,
Kajol Santhosh,
Kajol Santhosh,Santhosh
Kajol Santhosh,Mrs. Santhosh
Sunny Kuldeep,
Sunny Kuldeep,Kuldeep
Vicky Pranav,
Vicky Pranav,Pranav
Krish Kiran,
Krish Kiran,Kiran
Vinay Esha,
Vinay Esha,Esha
Inspector Pallavi,
Inspector Pallavi,Pallavi
Dr. Chandan,
Dr. Chandan,Chandan
Mr. Prerna,
Mr. Prerna,Prerna
Chaitanya,
Vinita,
Ranjit,
Roshan,
Disha,
Charu,
Kriti,
Lavanya,
Leena,
Meena,
Saira,
Ravi,
