canonical_name,alias_name
Dr. Aberforth Fluffy,
Dr. Aberforth Fluffy,Aberforth Fluffy
Miss Hogwarts Tina,
Miss Hogwarts Tina,Tina
Miss Hogwarts Tina,Miss Tina
Miss Hogwarts Tina,Hogwarts Tina
Mr. Deathly Katie,
Mr. Deathly Katie,Katie
Mr. Deathly Katie,Mr. Katie
Mr. Deathly Katie,Deathly Katie
Sir Keeper Cursed,
Ginny Chimaera,
Sir Luna Albus,
Sir And Fleur,
Tonks Quaffle,
Sprout Horace,
Sprout Horace,Horace
Where Goblet,
Where Goblet,Goblet
Find Where,
Professor Rubeus,
Dr. Broomstick,
Dr. Broomstick,Broomstick
Sir Keeper,
Miss Remus,
Animagus,
Slughorn,
Sprout,
Draco,
Wizarding,
Wizardry,
George,
Basilisk,
Credence,
Lestrange,
Prisoner,
