node,is_victim,pagerank,victim_connection_weight,degree,strength
Animagus,0,0.07177774816194805,0,3,5.0
Basilisk,0,0.06666666666666667,0,1,1.0
Dr. Broomstick,0,0.04811974209654292,0,2,2.0
George,0,0.06666666666666667,0,1,1.0
Ginny Chimaera,0,0.03591727017380318,0,1,1.0
Miss Hogwarts Tina,0,0.06666666666666667,0,1,3.0
Mr. Deathly Katie,0,0.06097815286818804,0,2,2.0
Professor Rubeus,0,0.06666666666666667,0,2,2.0
Sir Keeper,0,0.061484717993152437,0,2,4.0
Sir Keeper Cursed,0,0.03613126896170367,0,1,2.0
Sprout,0,0.09672562109593186,0,2,8.0
Sprout Horace,0,0.12219881198206334,0,3,10.0
Where Goblet,0,0.06666666666666667,0,1,3.0
Wizarding,0,0.06666666666666667,0,2,2.0
Wizardry,0,0.06666666666666667,0,2,2.0
