canonical_name,alias_name
François Le Villard,Villard
Major Smalls Lal,Lal
Major Smalls Lal,Mr. Lal
Major Smalls Lal,Major Lal
Mr. Francois Williams,Williams
Mr. Francois Williams,Mr. Williams
Mr. Francois Williams,Francois Williams
Mr. Buddha Treasure,Buddha Treasure
Mrs. Abel Atheney,AtheneY
Mrs. Abel Atheney,Atheney
Mrs. Abel Atheney,Mrs. Atheney
Miss Khan Arthur,Arthur
Miss Khan Arthur,Miss Arthur
Miss Khan Arthur,Khan Arthur
Mr. Sholto Agra,Agra
Mr. Sholto Agra,Mr. Agra
Mr. Sholto Agra,Sholto Agra
Wilson Morstan,Morstan
Wilson Morstan,Mrs. Morstan
Lestrade Smith,Smith
Smalls Euclid,Euclid
Mr. Cecil Lal,Cecil Lal
Jim Greathed,Greathed
God Dawson,Dawson
Brother Thaddeus,Thaddeus
Dr. Alison,Alison
Mr. Holmes,Holmes
Mr. Cecil,Cecil
Mrs. The,The
Mcmurdo,McMurdo
