character1,character2,count
Lady Amol,Sir Aparna Amol,38
Sir Aparna,Sir Aparna Amol,25
Sir Swara,Sir Swara Dharmendra,24
Hrithik,Hrithik Krish,17
Hrithik,Ramya Kritika,15
Shubham,Shubham Aamir,12
Sir Aparna Amol,Sir Swara Dharmendra,12
Detective Leena,Hrithik,11
Hrithik,Mr. Chiranjeevi,9
Hrithik,Sir Aparna Amol,9
Detective Leena,Inspector Abhay,8
Hrithik,Inspector Abhay,8
Sakshi Vikrant,Suman Riya,7
Detective Leena,Sir Aparna Amol,6
Hrithik,Kuldeep,6
Prateek Riddhi,Sir Swara Dharmendra,6
Detective Leena,Ramya Kritika,5
Inspector Abhay,Lady Amol,5
Inspector Abhay,Sakshi Vikrant,5
Inspector Abhay,Sir Aparna Amol,5
Sakshi Vikrant,Shubham Aamir,5
Detective Leena,Hrithik Krish,4
Hrithik,Lady Amol,4
Hrithik,Mr. Sharman,4
Hrithik,Sakshi Vikrant,4
Hrithik,Sania,4
Hrithik,Sir Aparna,4
Lady Amol,Sir Aparna,4
Mr. Chiranjeevi,Sir Aparna Amol,4
Sakshi Vikrant,Shubham,4
Sir Aparna,Sir Swara,4
Detective Leena,Sir Swara Dharmendra,3
Hrithik,Sir Swara,3
Hrithik Krish,Sir Aparna Amol,3
Mr. Monali,Mr. Sharman,3
Ramya Kritika,Vidya,3
Sakshi,Sakshi Vikrant,3
Sakshi Vikrant,Sir Aparna,3
Sakshi Vikrant,Sir Aparna Amol,3
Sir Aparna Amol,Sir Swara,3
Aditi Mohanlal,Inspector Abhay,2
Alok,Hrithik,2
Ayush,Hrithik,2
Ayush,Mr. Chiranjeevi,2
Ayush,Sania,2
Bandita,Bandita Komal,2
Darshan Gaurav,Shubham Aamir,2
Detective Leena,Lady Amol,2
Detective Leena,Mr. Sharman,2
Detective Leena,Sir Aparna,2
Detective Leena,Sir Swara,2
Esha,Hrithik,2
Esha,Hrithik Krish,2
Harsh,Hrithik,2
Hrithik,Kiara,2
Hrithik,Mithun,2
Hrithik,Sir Swara Dharmendra,2
Hrithik,Tejasswi,2
