character1,character2,count
Masser Barney,Mr. Pike Barney,16
Klein,Steve,4
Mr. Pike Barney,Pike,4
Steve,Steve Mary,4
Dr. Lucerne,Mr. Pike Barney,2
Grace,Grace Watson,2
Grace,Mortimer Watson,2
Grace,Mr. Pike Barney,2
Grace Watson,Mortimer Watson,2
Dr. Lucerne,Stockdale Perkins,1
Klein,Steve Mary,1
Maberley,Maberley Ferguson,1
Maberley,Mr. Pike Barney,1
Maberley,langdale,1
Masser Barney,Masser John,1
Masser John,Mr. Pike Barney,1
Mortimer Watson,Sherlock,1
Mortimer Watson,Sherlock Watson,1
Mr. Pike Barney,Stockdale Perkins,1
Mr. Pike Barney,harrow,1
Sherlock,Sherlock Watson,1
