canonical_name,alias_name
Capitaine Tanmay Rajkummar,Rajkummar
Capitaine Tanmay Rajkummar,Tanmay Rajkummar
Capitaine Tanmay Rajkummar,Captain Rajkummar
Capitaine Tanmay Rajkummar,Mrs. Tanmay Rajkummar
Capitaine Tanmay Rajkummar,Captain Tanmay Rajkummar
Major Madhavan Roshan,Roshan
Major Madhavan Roshan,Major Roshan
Major Madhavan Roshan,Madhavan Roshan
ER XVII PARKER,Parker
Mrs. Cecil Deepika,Deepika
Mrs. Cecil Deepika,Mrs. Deepika
Mrs. Cecil Deepika,Cecil Deepika
Miss Zara Deepika,Miss Deepika
Miss Zara Deepika,Zara Deepika
Mrs. Shikha Rakul,Rakul
Mrs. Shikha Rakul,Mrs. Rakul
Mr. Urmila Neerja,Neerja
Mr. Urmila Neerja,Mr. Neerja
Mr. Urmila Neerja,Urmila Neerja
Elizabeth Katrina,Katrina
Elizabeth Katrina,Miss Katrina
Priyanka Ranveer,Ranveer
Rohan. Siddharth,Siddharth
Rohan. Siddharth,Mr. Siddharth
Ranveer Deepika,Mr. Deepika
Kavita Lakshmi,Lakshmi
Tanisha Shahid,Shahid
Charu Bipasha,Bipasha
Neha Shraddha,Shraddha
Sally Sanjeev,Sanjeev
Colonel Mohit,Mohit
Karisma Vicky,Vicky
Ashley Salman,Salman
Ashley Salman,Mrs. Salman
Emma Muskaan,Muskaan
Major Prerna,Prerna
Kavita Navya,Navya
Fawad Ronit,Ronit
Ranjit Yami,Yami
Kavita Zara,Zara
Kavita Zara,Miss Zara
Udita Aadil,Aadil
Tia Tabu,Tabu
Superintendent Kajol,Kajol
Inspector Monali,Monali
Inspector Arjun,Arjun
Inspector Asha,Asha
Miss Anaya,Anaya
Nitin.,Nitin
