canonical_name,alias_name
Beatrice Norberton,
Beatrice Norberton,Norberton
Beatrice Norberton,Mr. Norberton
Lady Denis Watson,
Merivale Sherlock,
Sir Harvey Falder,
Mr. Prince James,
Mr. Prince James,Mr. James
Mr. Prince James,Prince James
Norman Prince,
Norman Prince,Prince
Hugos Norlett,
Hugos Norlett,Mrs. Norlett
Sam Robert,
Sam Robert,Robert
Sam Robert,Mr. Robert
Brother Harvey,
Dr. Holmes,
Dr. Holmes,Holmes
Sir Harvey,
Lady Denis,
Shoscombe,
Mrs. Bain,
Mrs. Bain,Bain
William,
Odos,
brewer,
john,
mason,
stephens,
carrie,
evans,
sandy,
josiah,
barnes,
