character1,character2,count
Gryffindor,Mr. Gryffindor Quaffle,8
Mr. Narcissa Pansy,Narcissa,8
Luna,Mr. Luna Deathly,7
Miss Quaffle,Mr. Luna Deathly,4
Mr. Luna Deathly,Mr. Narcissa Pansy,3
Bellatrix,Lord Kreacher,2
Granger,Mr. Luna Deathly,2
Granger,Sirius,2
Lord Kreacher,Mr. Luna Deathly,2
Mr. Luna Deathly,Narcissa,2
Mr. Luna Deathly,Sirius,2
Bellatrix,Mr. Narcissa Pansy,1
Fritz von Waldbaum,Peeves Oliver,1
Granger,Mr. Narcissa Pansy,1
Gryffindor,Narcissa,1
Gryffindor,Prince,1
Gryffindor,charles,1
Mr. Gryffindor Quaffle,Narcissa,1
Mr. Gryffindor Quaffle,Prince,1
Mr. Gryffindor Quaffle,charles,1
Mr. Luna Deathly,Mr. Quibbler,1
Narcissa,Prince,1
