character1,character2,count
him,of,113
d,of,103
Riddlesdale,of,22
blood,of,20
cat,of,17
notes,of,16
d,him,15
bar,of,12
Mother,of,10
inquest,of,10
high,of,8
inspector,of,8
of,truth,8
counsel,of,7
cat,him,5
monsieur,of,5
of,p,5
Mother,him,4
Riddlesdale,him,4
farmer,of,4
mark,of,4
Humperdinck,van,3
Riddlesdale,d,3
blood,d,3
blood,him,3
Mother,d,2
Riddlesdale,cat,2
Riddlesdale,notes,2
bar,high,2
bar,him,2
begg,of,2
farmer,him,2
geo,him,2
him,monsieur,2
ii,of,2
of,officers,2
of,pot,2
DENIS CATHCART,MARCHBANKS,1
DENIS CATHCART,arbuthnot,1
DENIS CATHCART,james,1
Denver,Riddlesdale,1
Denver,him,1
Denver,of,1
Humperdinck,of,1
Jack The Giant-Killer,of,1
KAI-LUNG,of,1
LADY MARY,Mother,1
LADY MARY,Pettigrew-Robinson,1
LADY MARY,robinson,1
Lady Maisry,ballad,1
Lady Maisry,of,1
MARCHBANKS,arbuthnot,1
MARCHBANKS,james,1
Mother,Riddlesdale,1
Pettigrew-Robinson,robinson,1
Pettigrew-Robinsons,d,1
Riddlesdale,inquest,1
arbuthnot,james,1
ballad,of,1
bar,jane,1
bet,cat,1
bet,mornin,1
bet,of,1
blood,bone,1
blood,high,1
blood,inspector,1
bone,him,1
bone,of,1
c,d,1
c,of,1
cat,d,1
cat,ii,1
cat,mornin,1
cat,tom,1
counsel,high,1
curry,of,1
d,tom,1
d,truth,1
falling,of,1
gaiter,of,1
high,him,1
him,inquest,1
him,mademoiselle,1
him,notes,1
him,truth,1
him,xv,1
inquest,truth,1
james,of,1
jane,of,1
mackenzie,of,1
monsieur,notes,1
mornin,of,1
of,van,1
