character1,character2,count
M. Jack,M. Paul Renauld,139
M. Hercule Poirot,a,131
M. Jack,M. Jack Renauld,112
M. Jack Renauld,M. Paul Renauld,112
M. Paul Renauld,a,87
M. Giraud,a,49
Mademoiselle Marthe,Mademoiselle Marthe Daubreuil,38
M. Jack,a,25
Mademoiselle Bella,Mademoiselle Bella Duveen,25
Mademoiselle Marthe Daubreuil,a,24
M. Giraud,M. Hercule Poirot,21
M. Paul Renauld,Mademoiselle Marthe Daubreuil,20
Monsieur Beroldy,a,18
Mademoiselle,Mademoiselle Marthe,17
Monsieur,a,17
M. Paul Renauld,Mademoiselle Marthe,16
Mademoiselle Marthe,a,15
ayres,buenos,15
M. Jack Renauld,a,14
Hastings,a,13
Mademoiselle,Mademoiselle Marthe Daubreuil,13
M. Jack,Mademoiselle Bella,12
Gabriel Stonor,a,11
M. Jack,Mademoiselle Marthe,11
Mademoiselle Bella,a,11
M. Bex,a,10
Monsieur Hautet,a,10
Santiago,a,10
M. Paul Renauld,Mademoiselle Bella,9
Georges Conneau,a,8
Mademoiselle,a,8
Mademoiselle Bella Duveen,a,8
Monsieur,Monsieur Beroldy,8
Georges Conneau,M. Paul Renauld,7
M. Giraud,M. Paul Renauld,7
M. Hercule Poirot,M. Jack,7
M. Hercule Poirot,M. Paul Renauld,7
M. Hercule Poirot,Papa Poirot,7
M. Jack Renauld,Mademoiselle Marthe,7
Gabriel Stonor,M. Jack,6
M. Giraud,M. Jack,6
M. Jack,Mademoiselle Bella Duveen,6
Mademoiselle Bella,Mademoiselle Marthe Daubreuil,6
Masters,a,6
a,marguerite,6
Jeanne,Monsieur Beroldy,5
M. Bex,M. Hercule Poirot,5
M. Hercule Poirot,M. Jack Renauld,5
M. Hercule Poirot,Mademoiselle,5
M. Hercule Poirot,Mademoiselle Marthe,5
M. Jack,Mademoiselle Marthe Daubreuil,5
M. Jack Renauld,Mademoiselle Bella,5
M. Paul Renauld,Mademoiselle,5
Mademoiselle Bella,Mademoiselle Marthe,5
Mademoiselle Bella Duveen,Mademoiselle Marthe,5
Mademoiselle Bella Duveen,Mademoiselle Marthe Daubreuil,5
a,ayres,5
a,buenos,5
Gabriel Stonor,Mademoiselle Bella,4
Gabriel Stonor,Mademoiselle Bella Duveen,4
Hastings,Mademoiselle,4
Jeanne,Jeanne Beroldy,4
Jeanne Beroldy,Monsieur Beroldy,4
Joseph Aarons,a,4
M. Hercule Poirot,Monsieur,4
M. Jack,Mademoiselle,4
M. Jack,ayres,4
M. Jack,buenos,4
M. Jack Renauld,Mademoiselle,4
M. Paul Renauld,Mademoiselle Bella Duveen,4
M. Paul Renauld,ayres,4
M. Paul Renauld,buenos,4
Mademoiselle Cinderella,a,4
Gabriel Stonor,M. Paul Renauld,3
Hastings,M. Paul Renauld,3
